DP,DPNOM,DPMP,MPIO,AÑO,ÁREA GEOGRÁFICA,Total
47,Magdalena,47720,Santa Bárbara de Pinto,2031,Centros Poblados y Rural Disperso,5236
47,Magdalena,47720,Santa Bárbara de Pinto,2031,Total,12496
47,Magdalena,47720,Santa Bárbara de Pinto,2032,Cabecera Municipal,7287
47,Magdalena,47720,Santa Bárbara de Pinto,2032,Centros Poblados y Rural Disperso,5317
47,Magdalena,47720,Santa Bárbara de Pinto,2032,Total,12604
47,Magdalena,47720,Santa Bárbara de Pinto,2033,Cabecera Municipal,7297
47,Magdalena,47720,Santa Bárbara de Pinto,2033,Centros Poblados y Rural Disperso,5382
47,Magdalena,47720,Santa Bárbara de Pinto,2033,Total,12679
47,Magdalena,47720,Santa Bárbara de Pinto,2034,Cabecera Municipal,7328
47,Magdalena,47720,Santa Bárbara de Pinto,2034,Centros Poblados y Rural Disperso,5456
47,Magdalena,47720,Santa Bárbara de Pinto,2034,Total,12784
47,Magdalena,47720,Santa Bárbara de Pinto,2035,Cabecera Municipal,7333
47,Magdalena,47720,Santa Bárbara de Pinto,2035,Centros Poblados y Rural Disperso,5512
47,Magdalena,47720,Santa Bárbara de Pinto,2035,Total,12845
47,Magdalena,47745,Sitionuevo,2018,Cabecera Municipal,14239
47,Magdalena,47745,Sitionuevo,2018,Centros Poblados y Rural Disperso,12889
47,Magdalena,47745,Sitionuevo,2018,Total,27128
47,Magdalena,47745,Sitionuevo,2019,Cabecera Municipal,14694
47,Magdalena,47745,Sitionuevo,2019,Centros Poblados y Rural Disperso,13560
47,Magdalena,47745,Sitionuevo,2019,Total,28254
47,Magdalena,47745,Sitionuevo,2020,Cabecera Municipal,15039
47,Magdalena,47745,Sitionuevo,2020,Centros Poblados y Rural Disperso,14120
47,Magdalena,47745,Sitionuevo,2020,Total,29159
47,Magdalena,47745,Sitionuevo,2021,Cabecera Municipal,15106
47,Magdalena,47745,Sitionuevo,2021,Centros Poblados y Rural Disperso,14506
47,Magdalena,47745,Sitionuevo,2021,Total,29612
47,Magdalena,47745,Sitionuevo,2022,Cabecera Municipal,15078
47,Magdalena,47745,Sitionuevo,2022,Centros Poblados y Rural Disperso,14827
47,Magdalena,47745,Sitionuevo,2022,Total,29905
47,Magdalena,47745,Sitionuevo,2023,Cabecera Municipal,15040
47,Magdalena,47745,Sitionuevo,2023,Centros Poblados y Rural Disperso,15135
47,Magdalena,47745,Sitionuevo,2023,Total,30175
47,Magdalena,47745,Sitionuevo,2024,Cabecera Municipal,15044
47,Magdalena,47745,Sitionuevo,2024,Centros Poblados y Rural Disperso,15437
47,Magdalena,47745,Sitionuevo,2024,Total,30481
47,Magdalena,47745,Sitionuevo,2025,Cabecera Municipal,15063
47,Magdalena,47745,Sitionuevo,2025,Centros Poblados y Rural Disperso,15720
47,Magdalena,47745,Sitionuevo,2025,Total,30783
47,Magdalena,47745,Sitionuevo,2026,Cabecera Municipal,15097
47,Magdalena,47745,Sitionuevo,2026,Centros Poblados y Rural Disperso,15993
47,Magdalena,47745,Sitionuevo,2026,Total,31090
47,Magdalena,47745,Sitionuevo,2027,Cabecera Municipal,15130
47,Magdalena,47745,Sitionuevo,2027,Centros Poblados y Rural Disperso,16268
47,Magdalena,47745,Sitionuevo,2027,Total,31398
47,Magdalena,47745,Sitionuevo,2028,Cabecera Municipal,15173
47,Magdalena,47745,Sitionuevo,2028,Centros Poblados y Rural Disperso,16535
47,Magdalena,47745,Sitionuevo,2028,Total,31708
47,Magdalena,47745,Sitionuevo,2029,Cabecera Municipal,15222
47,Magdalena,47745,Sitionuevo,2029,Centros Poblados y Rural Disperso,16787
47,Magdalena,47745,Sitionuevo,2029,Total,32009
47,Magdalena,47745,Sitionuevo,2030,Cabecera Municipal,15277
47,Magdalena,47745,Sitionuevo,2030,Centros Poblados y Rural Disperso,17026
47,Magdalena,47745,Sitionuevo,2030,Total,32303
47,Magdalena,47745,Sitionuevo,2031,Cabecera Municipal,15324
47,Magdalena,47745,Sitionuevo,2031,Centros Poblados y Rural Disperso,17271
47,Magdalena,47745,Sitionuevo,2031,Total,32595
47,Magdalena,47745,Sitionuevo,2032,Cabecera Municipal,15372
47,Magdalena,47745,Sitionuevo,2032,Centros Poblados y Rural Disperso,17502
47,Magdalena,47745,Sitionuevo,2032,Total,32874
47,Magdalena,47745,Sitionuevo,2033,Cabecera Municipal,15412
47,Magdalena,47745,Sitionuevo,2033,Centros Poblados y Rural Disperso,17727
47,Magdalena,47745,Sitionuevo,2033,Total,33139
47,Magdalena,47745,Sitionuevo,2034,Cabecera Municipal,15445
47,Magdalena,47745,Sitionuevo,2034,Centros Poblados y Rural Disperso,17963
47,Magdalena,47745,Sitionuevo,2034,Total,33408
47,Magdalena,47745,Sitionuevo,2035,Cabecera Municipal,15468
47,Magdalena,47745,Sitionuevo,2035,Centros Poblados y Rural Disperso,18195
47,Magdalena,47745,Sitionuevo,2035,Total,33663
47,Magdalena,47798,Tenerife,2018,Cabecera Municipal,6511
47,Magdalena,47798,Tenerife,2018,Centros Poblados y Rural Disperso,6725
47,Magdalena,47798,Tenerife,2018,Total,13236
47,Magdalena,47798,Tenerife,2019,Cabecera Municipal,6557
47,Magdalena,47798,Tenerife,2019,Centros Poblados y Rural Disperso,6797
47,Magdalena,47798,Tenerife,2019,Total,13354
47,Magdalena,47798,Tenerife,2020,Cabecera Municipal,6600
47,Magdalena,47798,Tenerife,2020,Centros Poblados y Rural Disperso,6903
47,Magdalena,47798,Tenerife,2020,Total,13503
47,Magdalena,47798,Tenerife,2021,Cabecera Municipal,6620
47,Magdalena,47798,Tenerife,2021,Centros Poblados y Rural Disperso,7090
47,Magdalena,47798,Tenerife,2021,Total,13710
47,Magdalena,47798,Tenerife,2022,Cabecera Municipal,6599
47,Magdalena,47798,Tenerife,2022,Centros Poblados y Rural Disperso,7247
47,Magdalena,47798,Tenerife,2022,Total,13846
47,Magdalena,47798,Tenerife,2023,Cabecera Municipal,6573
47,Magdalena,47798,Tenerife,2023,Centros Poblados y Rural Disperso,7398
47,Magdalena,47798,Tenerife,2023,Total,13971
47,Magdalena,47798,Tenerife,2024,Cabecera Municipal,6563
47,Magdalena,47798,Tenerife,2024,Centros Poblados y Rural Disperso,7535
47,Magdalena,47798,Tenerife,2024,Total,14098
47,Magdalena,47798,Tenerife,2025,Cabecera Municipal,6548
47,Magdalena,47798,Tenerife,2025,Centros Poblados y Rural Disperso,7678
47,Magdalena,47798,Tenerife,2025,Total,14226
47,Magdalena,47798,Tenerife,2026,Cabecera Municipal,6555
47,Magdalena,47798,Tenerife,2026,Centros Poblados y Rural Disperso,7810
47,Magdalena,47798,Tenerife,2026,Total,14365
47,Magdalena,47798,Tenerife,2027,Cabecera Municipal,6552
47,Magdalena,47798,Tenerife,2027,Centros Poblados y Rural Disperso,7936
47,Magdalena,47798,Tenerife,2027,Total,14488
47,Magdalena,47798,Tenerife,2028,Cabecera Municipal,6558
47,Magdalena,47798,Tenerife,2028,Centros Poblados y Rural Disperso,8070
47,Magdalena,47798,Tenerife,2028,Total,14628
47,Magdalena,47798,Tenerife,2029,Cabecera Municipal,6570
47,Magdalena,47798,Tenerife,2029,Centros Poblados y Rural Disperso,8186
47,Magdalena,47798,Tenerife,2029,Total,14756
47,Magdalena,47798,Tenerife,2030,Cabecera Municipal,6575
47,Magdalena,47798,Tenerife,2030,Centros Poblados y Rural Disperso,8309
47,Magdalena,47798,Tenerife,2030,Total,14884
47,Magdalena,47798,Tenerife,2031,Cabecera Municipal,6600
47,Magdalena,47798,Tenerife,2031,Centros Poblados y Rural Disperso,8426
47,Magdalena,47798,Tenerife,2031,Total,15026
47,Magdalena,47798,Tenerife,2032,Cabecera Municipal,6621
47,Magdalena,47798,Tenerife,2032,Centros Poblados y Rural Disperso,8538
47,Magdalena,47798,Tenerife,2032,Total,15159
47,Magdalena,47798,Tenerife,2033,Cabecera Municipal,6635
47,Magdalena,47798,Tenerife,2033,Centros Poblados y Rural Disperso,8656
47,Magdalena,47798,Tenerife,2033,Total,15291
47,Magdalena,47798,Tenerife,2034,Cabecera Municipal,6638
47,Magdalena,47798,Tenerife,2034,Centros Poblados y Rural Disperso,8768
47,Magdalena,47798,Tenerife,2034,Total,15406
47,Magdalena,47798,Tenerife,2035,Cabecera Municipal,6648
47,Magdalena,47798,Tenerife,2035,Centros Poblados y Rural Disperso,8871
47,Magdalena,47798,Tenerife,2035,Total,15519
47,Magdalena,47960,Zapayán,2018,Cabecera Municipal,3846
47,Magdalena,47960,Zapayán,2018,Centros Poblados y Rural Disperso,6049
47,Magdalena,47960,Zapayán,2018,Total,9895
47,Magdalena,47960,Zapayán,2019,Cabecera Municipal,3980
47,Magdalena,47960,Zapayán,2019,Centros Poblados y Rural Disperso,6313
47,Magdalena,47960,Zapayán,2019,Total,10293
47,Magdalena,47960,Zapayán,2020,Cabecera Municipal,4085
47,Magdalena,47960,Zapayán,2020,Centros Poblados y Rural Disperso,6528
47,Magdalena,47960,Zapayán,2020,Total,10613
47,Magdalena,47960,Zapayán,2021,Cabecera Municipal,4073
47,Magdalena,47960,Zapayán,2021,Centros Poblados y Rural Disperso,6705
47,Magdalena,47960,Zapayán,2021,Total,10778
47,Magdalena,47960,Zapayán,2022,Cabecera Municipal,4031
47,Magdalena,47960,Zapayán,2022,Centros Poblados y Rural Disperso,6853
47,Magdalena,47960,Zapayán,2022,Total,10884
47,Magdalena,47960,Zapayán,2023,Cabecera Municipal,3987
47,Magdalena,47960,Zapayán,2023,Centros Poblados y Rural Disperso,6996
47,Magdalena,47960,Zapayán,2023,Total,10983
47,Magdalena,47960,Zapayán,2024,Cabecera Municipal,3990
47,Magdalena,47960,Zapayán,2024,Centros Poblados y Rural Disperso,7137
47,Magdalena,47960,Zapayán,2024,Total,11127
47,Magdalena,47960,Zapayán,2025,Cabecera Municipal,3985
47,Magdalena,47960,Zapayán,2025,Centros Poblados y Rural Disperso,7266
47,Magdalena,47960,Zapayán,2025,Total,11251
47,Magdalena,47960,Zapayán,2026,Cabecera Municipal,3999
47,Magdalena,47960,Zapayán,2026,Centros Poblados y Rural Disperso,7393
47,Magdalena,47960,Zapayán,2026,Total,11392
47,Magdalena,47960,Zapayán,2027,Cabecera Municipal,3998
47,Magdalena,47960,Zapayán,2027,Centros Poblados y Rural Disperso,7518
47,Magdalena,47960,Zapayán,2027,Total,11516
47,Magdalena,47960,Zapayán,2028,Cabecera Municipal,4011
47,Magdalena,47960,Zapayán,2028,Centros Poblados y Rural Disperso,7636
47,Magdalena,47960,Zapayán,2028,Total,11647
47,Magdalena,47960,Zapayán,2029,Cabecera Municipal,4029
47,Magdalena,47960,Zapayán,2029,Centros Poblados y Rural Disperso,7751
47,Magdalena,47960,Zapayán,2029,Total,11780
47,Magdalena,47960,Zapayán,2030,Cabecera Municipal,4045
47,Magdalena,47960,Zapayán,2030,Centros Poblados y Rural Disperso,7860
47,Magdalena,47960,Zapayán,2030,Total,11905
47,Magdalena,47960,Zapayán,2031,Cabecera Municipal,4058
47,Magdalena,47960,Zapayán,2031,Centros Poblados y Rural Disperso,7968
47,Magdalena,47960,Zapayán,2031,Total,12026
47,Magdalena,47960,Zapayán,2032,Cabecera Municipal,4069
47,Magdalena,47960,Zapayán,2032,Centros Poblados y Rural Disperso,8081
47,Magdalena,47960,Zapayán,2032,Total,12150
47,Magdalena,47960,Zapayán,2033,Cabecera Municipal,4075
47,Magdalena,47960,Zapayán,2033,Centros Poblados y Rural Disperso,8192
47,Magdalena,47960,Zapayán,2033,Total,12267
47,Magdalena,47960,Zapayán,2034,Cabecera Municipal,4087
47,Magdalena,47960,Zapayán,2034,Centros Poblados y Rural Disperso,8301
47,Magdalena,47960,Zapayán,2034,Total,12388
47,Magdalena,47960,Zapayán,2035,Cabecera Municipal,4088
47,Magdalena,47960,Zapayán,2035,Centros Poblados y Rural Disperso,8394
47,Magdalena,47960,Zapayán,2035,Total,12482
47,Magdalena,47980,Zona Bananera,2018,Cabecera Municipal,4415
47,Magdalena,47980,Zona Bananera,2018,Centros Poblados y Rural Disperso,64307
47,Magdalena,47980,Zona Bananera,2018,Total,68722
47,Magdalena,47980,Zona Bananera,2019,Cabecera Municipal,4563
47,Magdalena,47980,Zona Bananera,2019,Centros Poblados y Rural Disperso,67015
47,Magdalena,47980,Zona Bananera,2019,Total,71578
47,Magdalena,47980,Zona Bananera,2020,Cabecera Municipal,4676
47,Magdalena,47980,Zona Bananera,2020,Centros Poblados y Rural Disperso,69257
47,Magdalena,47980,Zona Bananera,2020,Total,73933
47,Magdalena,47980,Zona Bananera,2021,Cabecera Municipal,3944
47,Magdalena,47980,Zona Bananera,2021,Centros Poblados y Rural Disperso,71137
47,Magdalena,47980,Zona Bananera,2021,Total,75081
47,Magdalena,47980,Zona Bananera,2022,Cabecera Municipal,3115
47,Magdalena,47980,Zona Bananera,2022,Centros Poblados y Rural Disperso,72709
47,Magdalena,47980,Zona Bananera,2022,Total,75824
47,Magdalena,47980,Zona Bananera,2023,Cabecera Municipal,2291
47,Magdalena,47980,Zona Bananera,2023,Centros Poblados y Rural Disperso,74219
47,Magdalena,47980,Zona Bananera,2023,Total,76510
47,Magdalena,47980,Zona Bananera,2024,Cabecera Municipal,1986
47,Magdalena,47980,Zona Bananera,2024,Centros Poblados y Rural Disperso,75681
47,Magdalena,47980,Zona Bananera,2024,Total,77667
47,Magdalena,47980,Zona Bananera,2025,Cabecera Municipal,1898
47,Magdalena,47980,Zona Bananera,2025,Centros Poblados y Rural Disperso,77092
47,Magdalena,47980,Zona Bananera,2025,Total,78990
47,Magdalena,47980,Zona Bananera,2026,Cabecera Municipal,1874
47,Magdalena,47980,Zona Bananera,2026,Centros Poblados y Rural Disperso,78460
47,Magdalena,47980,Zona Bananera,2026,Total,80334
47,Magdalena,47980,Zona Bananera,2027,Cabecera Municipal,1872
47,Magdalena,47980,Zona Bananera,2027,Centros Poblados y Rural Disperso,79788
47,Magdalena,47980,Zona Bananera,2027,Total,81660
47,Magdalena,47980,Zona Bananera,2028,Cabecera Municipal,1875
47,Magdalena,47980,Zona Bananera,2028,Centros Poblados y Rural Disperso,81061
47,Magdalena,47980,Zona Bananera,2028,Total,82936
47,Magdalena,47980,Zona Bananera,2029,Cabecera Municipal,1890
47,Magdalena,47980,Zona Bananera,2029,Centros Poblados y Rural Disperso,82292
47,Magdalena,47980,Zona Bananera,2029,Total,84182
47,Magdalena,47980,Zona Bananera,2030,Cabecera Municipal,1888
47,Magdalena,47980,Zona Bananera,2030,Centros Poblados y Rural Disperso,83484
47,Magdalena,47980,Zona Bananera,2030,Total,85372
47,Magdalena,47980,Zona Bananera,2031,Cabecera Municipal,1896
47,Magdalena,47980,Zona Bananera,2031,Centros Poblados y Rural Disperso,84639
47,Magdalena,47980,Zona Bananera,2031,Total,86535
47,Magdalena,47980,Zona Bananera,2032,Cabecera Municipal,1904
47,Magdalena,47980,Zona Bananera,2032,Centros Poblados y Rural Disperso,85792
47,Magdalena,47980,Zona Bananera,2032,Total,87696
47,Magdalena,47980,Zona Bananera,2033,Cabecera Municipal,1909
47,Magdalena,47980,Zona Bananera,2033,Centros Poblados y Rural Disperso,86946
47,Magdalena,47980,Zona Bananera,2033,Total,88855
47,Magdalena,47980,Zona Bananera,2034,Cabecera Municipal,1908
47,Magdalena,47980,Zona Bananera,2034,Centros Poblados y Rural Disperso,88073
47,Magdalena,47980,Zona Bananera,2034,Total,89981
47,Magdalena,47980,Zona Bananera,2035,Cabecera Municipal,1910
47,Magdalena,47980,Zona Bananera,2035,Centros Poblados y Rural Disperso,89184
47,Magdalena,47980,Zona Bananera,2035,Total,91094
50,Meta,50001,Villavicencio,2018,Cabecera Municipal,492052
50,Meta,50001,Villavicencio,2018,Centros Poblados y Rural Disperso,39223
50,Meta,50001,Villavicencio,2018,Total,531275
50,Meta,50001,Villavicencio,2019,Cabecera Municipal,497285
50,Meta,50001,Villavicencio,2019,Centros Poblados y Rural Disperso,41539
50,Meta,50001,Villavicencio,2019,Total,538824
50,Meta,50001,Villavicencio,2020,Cabecera Municipal,502047
50,Meta,50001,Villavicencio,2020,Centros Poblados y Rural Disperso,43255
50,Meta,50001,Villavicencio,2020,Total,545302
50,Meta,50001,Villavicencio,2021,Cabecera Municipal,506145
50,Meta,50001,Villavicencio,2021,Centros Poblados y Rural Disperso,43777
50,Meta,50001,Villavicencio,2021,Total,549922
50,Meta,50001,Villavicencio,2022,Cabecera Municipal,509910
50,Meta,50001,Villavicencio,2022,Centros Poblados y Rural Disperso,44263
50,Meta,50001,Villavicencio,2022,Total,554173
50,Meta,50001,Villavicencio,2023,Cabecera Municipal,513589
50,Meta,50001,Villavicencio,2023,Centros Poblados y Rural Disperso,44710
50,Meta,50001,Villavicencio,2023,Total,558299
50,Meta,50001,Villavicencio,2024,Cabecera Municipal,516988
50,Meta,50001,Villavicencio,2024,Centros Poblados y Rural Disperso,45093
50,Meta,50001,Villavicencio,2024,Total,562081
50,Meta,50001,Villavicencio,2025,Cabecera Municipal,520150
50,Meta,50001,Villavicencio,2025,Centros Poblados y Rural Disperso,45511
50,Meta,50001,Villavicencio,2025,Total,565661
50,Meta,50001,Villavicencio,2026,Cabecera Municipal,523225
50,Meta,50001,Villavicencio,2026,Centros Poblados y Rural Disperso,45895
50,Meta,50001,Villavicencio,2026,Total,569120
50,Meta,50001,Villavicencio,2027,Cabecera Municipal,526221
50,Meta,50001,Villavicencio,2027,Centros Poblados y Rural Disperso,46288
50,Meta,50001,Villavicencio,2027,Total,572509
50,Meta,50001,Villavicencio,2028,Cabecera Municipal,529129
50,Meta,50001,Villavicencio,2028,Centros Poblados y Rural Disperso,46647
50,Meta,50001,Villavicencio,2028,Total,575776
50,Meta,50001,Villavicencio,2029,Cabecera Municipal,531922
50,Meta,50001,Villavicencio,2029,Centros Poblados y Rural Disperso,47005
50,Meta,50001,Villavicencio,2029,Total,578927
50,Meta,50001,Villavicencio,2030,Cabecera Municipal,534586
50,Meta,50001,Villavicencio,2030,Centros Poblados y Rural Disperso,47352
50,Meta,50001,Villavicencio,2030,Total,581938
50,Meta,50001,Villavicencio,2031,Cabecera Municipal,537166
50,Meta,50001,Villavicencio,2031,Centros Poblados y Rural Disperso,47710
50,Meta,50001,Villavicencio,2031,Total,584876
50,Meta,50001,Villavicencio,2032,Cabecera Municipal,539514
50,Meta,50001,Villavicencio,2032,Centros Poblados y Rural Disperso,48042
50,Meta,50001,Villavicencio,2032,Total,587556
50,Meta,50001,Villavicencio,2033,Cabecera Municipal,541716
50,Meta,50001,Villavicencio,2033,Centros Poblados y Rural Disperso,48363
50,Meta,50001,Villavicencio,2033,Total,590079
50,Meta,50001,Villavicencio,2034,Cabecera Municipal,543738
50,Meta,50001,Villavicencio,2034,Centros Poblados y Rural Disperso,48680
50,Meta,50001,Villavicencio,2034,Total,592418
50,Meta,50001,Villavicencio,2035,Cabecera Municipal,545599
50,Meta,50001,Villavicencio,2035,Centros Poblados y Rural Disperso,48990
50,Meta,50001,Villavicencio,2035,Total,594589
50,Meta,50006,Acacías,2018,Cabecera Municipal,67906
50,Meta,50006,Acacías,2018,Centros Poblados y Rural Disperso,20117
50,Meta,50006,Acacías,2018,Total,88023
50,Meta,50006,Acacías,2019,Cabecera Municipal,68872
50,Meta,50006,Acacías,2019,Centros Poblados y Rural Disperso,21252
50,Meta,50006,Acacías,2019,Total,90124
50,Meta,50006,Acacías,2020,Cabecera Municipal,69715
50,Meta,50006,Acacías,2020,Centros Poblados y Rural Disperso,22114
50,Meta,50006,Acacías,2020,Total,91829
50,Meta,50006,Acacías,2021,Cabecera Municipal,70226
50,Meta,50006,Acacías,2021,Centros Poblados y Rural Disperso,22381
50,Meta,50006,Acacías,2021,Total,92607
50,Meta,50006,Acacías,2022,Cabecera Municipal,70694
50,Meta,50006,Acacías,2022,Centros Poblados y Rural Disperso,22629
50,Meta,50006,Acacías,2022,Total,93323
50,Meta,50006,Acacías,2023,Cabecera Municipal,71158
50,Meta,50006,Acacías,2023,Centros Poblados y Rural Disperso,22859
50,Meta,50006,Acacías,2023,Total,94017
50,Meta,50006,Acacías,2024,Cabecera Municipal,71609
50,Meta,50006,Acacías,2024,Centros Poblados y Rural Disperso,23083
50,Meta,50006,Acacías,2024,Total,94692
50,Meta,50006,Acacías,2025,Cabecera Municipal,72055
50,Meta,50006,Acacías,2025,Centros Poblados y Rural Disperso,23285
50,Meta,50006,Acacías,2025,Total,95340
50,Meta,50006,Acacías,2026,Cabecera Municipal,72488
50,Meta,50006,Acacías,2026,Centros Poblados y Rural Disperso,23487
50,Meta,50006,Acacías,2026,Total,95975
50,Meta,50006,Acacías,2027,Cabecera Municipal,72916
50,Meta,50006,Acacías,2027,Centros Poblados y Rural Disperso,23671
50,Meta,50006,Acacías,2027,Total,96587
50,Meta,50006,Acacías,2028,Cabecera Municipal,73312
50,Meta,50006,Acacías,2028,Centros Poblados y Rural Disperso,23874
50,Meta,50006,Acacías,2028,Total,97186
50,Meta,50006,Acacías,2029,Cabecera Municipal,73704
50,Meta,50006,Acacías,2029,Centros Poblados y Rural Disperso,24052
50,Meta,50006,Acacías,2029,Total,97756
50,Meta,50006,Acacías,2030,Cabecera Municipal,74092
50,Meta,50006,Acacías,2030,Centros Poblados y Rural Disperso,24262
50,Meta,50006,Acacías,2030,Total,98354
50,Meta,50006,Acacías,2031,Cabecera Municipal,74442
50,Meta,50006,Acacías,2031,Centros Poblados y Rural Disperso,24439
50,Meta,50006,Acacías,2031,Total,98881
50,Meta,50006,Acacías,2032,Cabecera Municipal,74773
50,Meta,50006,Acacías,2032,Centros Poblados y Rural Disperso,24615
50,Meta,50006,Acacías,2032,Total,99388
50,Meta,50006,Acacías,2033,Cabecera Municipal,75085
50,Meta,50006,Acacías,2033,Centros Poblados y Rural Disperso,24782
50,Meta,50006,Acacías,2033,Total,99867
50,Meta,50006,Acacías,2034,Cabecera Municipal,75347
50,Meta,50006,Acacías,2034,Centros Poblados y Rural Disperso,24955
50,Meta,50006,Acacías,2034,Total,100302
50,Meta,50006,Acacías,2035,Cabecera Municipal,75613
50,Meta,50006,Acacías,2035,Centros Poblados y Rural Disperso,25106
50,Meta,50006,Acacías,2035,Total,100719
50,Meta,50110,Barranca de Upía,2018,Cabecera Municipal,4425
50,Meta,50110,Barranca de Upía,2018,Centros Poblados y Rural Disperso,2015
50,Meta,50110,Barranca de Upía,2018,Total,6440
50,Meta,50110,Barranca de Upía,2019,Cabecera Municipal,4587
50,Meta,50110,Barranca de Upía,2019,Centros Poblados y Rural Disperso,1926
50,Meta,50110,Barranca de Upía,2019,Total,6513
50,Meta,50110,Barranca de Upía,2020,Cabecera Municipal,4708
50,Meta,50110,Barranca de Upía,2020,Centros Poblados y Rural Disperso,1870
50,Meta,50110,Barranca de Upía,2020,Total,6578
50,Meta,50110,Barranca de Upía,2021,Cabecera Municipal,4740
50,Meta,50110,Barranca de Upía,2021,Centros Poblados y Rural Disperso,1892
50,Meta,50110,Barranca de Upía,2021,Total,6632
50,Meta,50110,Barranca de Upía,2022,Cabecera Municipal,4771
50,Meta,50110,Barranca de Upía,2022,Centros Poblados y Rural Disperso,1913
50,Meta,50110,Barranca de Upía,2022,Total,6684
50,Meta,50110,Barranca de Upía,2023,Cabecera Municipal,4800
50,Meta,50110,Barranca de Upía,2023,Centros Poblados y Rural Disperso,1933
50,Meta,50110,Barranca de Upía,2023,Total,6733
50,Meta,50110,Barranca de Upía,2024,Cabecera Municipal,4822
50,Meta,50110,Barranca de Upía,2024,Centros Poblados y Rural Disperso,1949
50,Meta,50110,Barranca de Upía,2024,Total,6771
50,Meta,50110,Barranca de Upía,2025,Cabecera Municipal,4857
50,Meta,50110,Barranca de Upía,2025,Centros Poblados y Rural Disperso,1972
50,Meta,50110,Barranca de Upía,2025,Total,6829
50,Meta,50110,Barranca de Upía,2026,Cabecera Municipal,4884
50,Meta,50110,Barranca de Upía,2026,Centros Poblados y Rural Disperso,1989
50,Meta,50110,Barranca de Upía,2026,Total,6873
50,Meta,50110,Barranca de Upía,2027,Cabecera Municipal,4911
50,Meta,50110,Barranca de Upía,2027,Centros Poblados y Rural Disperso,2007
50,Meta,50110,Barranca de Upía,2027,Total,6918
50,Meta,50110,Barranca de Upía,2028,Cabecera Municipal,4939
50,Meta,50110,Barranca de Upía,2028,Centros Poblados y Rural Disperso,2029
50,Meta,50110,Barranca de Upía,2028,Total,6968
50,Meta,50110,Barranca de Upía,2029,Cabecera Municipal,4968
50,Meta,50110,Barranca de Upía,2029,Centros Poblados y Rural Disperso,2049
50,Meta,50110,Barranca de Upía,2029,Total,7017
50,Meta,50110,Barranca de Upía,2030,Cabecera Municipal,5002
50,Meta,50110,Barranca de Upía,2030,Centros Poblados y Rural Disperso,2053
50,Meta,50110,Barranca de Upía,2030,Total,7055
50,Meta,50110,Barranca de Upía,2031,Cabecera Municipal,5022
50,Meta,50110,Barranca de Upía,2031,Centros Poblados y Rural Disperso,2069
50,Meta,50110,Barranca de Upía,2031,Total,7091
50,Meta,50110,Barranca de Upía,2032,Cabecera Municipal,5046
50,Meta,50110,Barranca de Upía,2032,Centros Poblados y Rural Disperso,2082
50,Meta,50110,Barranca de Upía,2032,Total,7128
50,Meta,50110,Barranca de Upía,2033,Cabecera Municipal,5071
50,Meta,50110,Barranca de Upía,2033,Centros Poblados y Rural Disperso,2101
50,Meta,50110,Barranca de Upía,2033,Total,7172
50,Meta,50110,Barranca de Upía,2034,Cabecera Municipal,5093
50,Meta,50110,Barranca de Upía,2034,Centros Poblados y Rural Disperso,2119
50,Meta,50110,Barranca de Upía,2034,Total,7212
50,Meta,50110,Barranca de Upía,2035,Cabecera Municipal,5104
50,Meta,50110,Barranca de Upía,2035,Centros Poblados y Rural Disperso,2133
50,Meta,50110,Barranca de Upía,2035,Total,7237
50,Meta,50124,Cabuyaro,2018,Cabecera Municipal,2993
50,Meta,50124,Cabuyaro,2018,Centros Poblados y Rural Disperso,3069
50,Meta,50124,Cabuyaro,2018,Total,6062
50,Meta,50124,Cabuyaro,2019,Cabecera Municipal,3050
50,Meta,50124,Cabuyaro,2019,Centros Poblados y Rural Disperso,3080
50,Meta,50124,Cabuyaro,2019,Total,6130
50,Meta,50124,Cabuyaro,2020,Cabecera Municipal,3096
50,Meta,50124,Cabuyaro,2020,Centros Poblados y Rural Disperso,3096
50,Meta,50124,Cabuyaro,2020,Total,6192
50,Meta,50124,Cabuyaro,2021,Cabecera Municipal,3110
50,Meta,50124,Cabuyaro,2021,Centros Poblados y Rural Disperso,3133
50,Meta,50124,Cabuyaro,2021,Total,6243
50,Meta,50124,Cabuyaro,2022,Cabecera Municipal,3124
50,Meta,50124,Cabuyaro,2022,Centros Poblados y Rural Disperso,3167
50,Meta,50124,Cabuyaro,2022,Total,6291
50,Meta,50124,Cabuyaro,2023,Cabecera Municipal,3138
50,Meta,50124,Cabuyaro,2023,Centros Poblados y Rural Disperso,3200
50,Meta,50124,Cabuyaro,2023,Total,6338
50,Meta,50124,Cabuyaro,2024,Cabecera Municipal,3152
50,Meta,50124,Cabuyaro,2024,Centros Poblados y Rural Disperso,3234
50,Meta,50124,Cabuyaro,2024,Total,6386
50,Meta,50124,Cabuyaro,2025,Cabecera Municipal,3167
50,Meta,50124,Cabuyaro,2025,Centros Poblados y Rural Disperso,3272
50,Meta,50124,Cabuyaro,2025,Total,6439
50,Meta,50124,Cabuyaro,2026,Cabecera Municipal,3188
50,Meta,50124,Cabuyaro,2026,Centros Poblados y Rural Disperso,3281
50,Meta,50124,Cabuyaro,2026,Total,6469
50,Meta,50124,Cabuyaro,2027,Cabecera Municipal,3212
50,Meta,50124,Cabuyaro,2027,Centros Poblados y Rural Disperso,3311
50,Meta,50124,Cabuyaro,2027,Total,6523
