DP,DPNOM,DPMP,MPIO,AÑO,ÁREA GEOGRÁFICA,Total
05,Antioquia,05282,Fredonia,2023,Total,25924
05,Antioquia,05282,Fredonia,2024,Cabecera Municipal,9882
05,Antioquia,05282,Fredonia,2024,Centros Poblados y Rural Disperso,16259
05,Antioquia,05282,Fredonia,2024,Total,26141
05,Antioquia,05282,Fredonia,2025,Cabecera Municipal,10048
05,Antioquia,05282,Fredonia,2025,Centros Poblados y Rural Disperso,16291
05,Antioquia,05282,Fredonia,2025,Total,26339
05,Antioquia,05282,Fredonia,2026,Cabecera Municipal,10204
05,Antioquia,05282,Fredonia,2026,Centros Poblados y Rural Disperso,16351
05,Antioquia,05282,Fredonia,2026,Total,26555
05,Antioquia,05282,Fredonia,2027,Cabecera Municipal,10353
05,Antioquia,05282,Fredonia,2027,Centros Poblados y Rural Disperso,16450
05,Antioquia,05282,Fredonia,2027,Total,26803
05,Antioquia,05282,Fredonia,2028,Cabecera Municipal,10480
05,Antioquia,05282,Fredonia,2028,Centros Poblados y Rural Disperso,16558
05,Antioquia,05282,Fredonia,2028,Total,27038
05,Antioquia,05282,Fredonia,2029,Cabecera Municipal,10608
05,Antioquia,05282,Fredonia,2029,Centros Poblados y Rural Disperso,16695
05,Antioquia,05282,Fredonia,2029,Total,27303
05,Antioquia,05282,Fredonia,2030,Cabecera Municipal,10715
05,Antioquia,05282,Fredonia,2030,Centros Poblados y Rural Disperso,16875
05,Antioquia,05282,Fredonia,2030,Total,27590
05,Antioquia,05282,Fredonia,2031,Cabecera Municipal,10824
05,Antioquia,05282,Fredonia,2031,Centros Poblados y Rural Disperso,17048
05,Antioquia,05282,Fredonia,2031,Total,27872
05,Antioquia,05282,Fredonia,2032,Cabecera Municipal,10921
05,Antioquia,05282,Fredonia,2032,Centros Poblados y Rural Disperso,17232
05,Antioquia,05282,Fredonia,2032,Total,28153
05,Antioquia,05282,Fredonia,2033,Cabecera Municipal,11018
05,Antioquia,05282,Fredonia,2033,Centros Poblados y Rural Disperso,17420
05,Antioquia,05282,Fredonia,2033,Total,28438
05,Antioquia,05282,Fredonia,2034,Cabecera Municipal,11121
05,Antioquia,05282,Fredonia,2034,Centros Poblados y Rural Disperso,17611
05,Antioquia,05282,Fredonia,2034,Total,28732
05,Antioquia,05282,Fredonia,2035,Cabecera Municipal,11211
05,Antioquia,05282,Fredonia,2035,Centros Poblados y Rural Disperso,17787
05,Antioquia,05282,Fredonia,2035,Total,28998
05,Antioquia,05284,Frontino,2018,Cabecera Municipal,8639
05,Antioquia,05284,Frontino,2018,Centros Poblados y Rural Disperso,12100
05,Antioquia,05284,Frontino,2018,Total,20739
05,Antioquia,05284,Frontino,2019,Cabecera Municipal,8817
05,Antioquia,05284,Frontino,2019,Centros Poblados y Rural Disperso,11840
05,Antioquia,05284,Frontino,2019,Total,20657
05,Antioquia,05284,Frontino,2020,Cabecera Municipal,9020
05,Antioquia,05284,Frontino,2020,Centros Poblados y Rural Disperso,11680
05,Antioquia,05284,Frontino,2020,Total,20700
05,Antioquia,05284,Frontino,2021,Cabecera Municipal,9482
05,Antioquia,05284,Frontino,2021,Centros Poblados y Rural Disperso,11539
05,Antioquia,05284,Frontino,2021,Total,21021
05,Antioquia,05284,Frontino,2022,Cabecera Municipal,9843
05,Antioquia,05284,Frontino,2022,Centros Poblados y Rural Disperso,11503
05,Antioquia,05284,Frontino,2022,Total,21346
05,Antioquia,05284,Frontino,2023,Cabecera Municipal,10177
05,Antioquia,05284,Frontino,2023,Centros Poblados y Rural Disperso,11502
05,Antioquia,05284,Frontino,2023,Total,21679
05,Antioquia,05284,Frontino,2024,Cabecera Municipal,10374
05,Antioquia,05284,Frontino,2024,Centros Poblados y Rural Disperso,11514
05,Antioquia,05284,Frontino,2024,Total,21888
05,Antioquia,05284,Frontino,2025,Cabecera Municipal,10561
05,Antioquia,05284,Frontino,2025,Centros Poblados y Rural Disperso,11545
05,Antioquia,05284,Frontino,2025,Total,22106
05,Antioquia,05284,Frontino,2026,Cabecera Municipal,10721
05,Antioquia,05284,Frontino,2026,Centros Poblados y Rural Disperso,11592
05,Antioquia,05284,Frontino,2026,Total,22313
05,Antioquia,05284,Frontino,2027,Cabecera Municipal,10864
05,Antioquia,05284,Frontino,2027,Centros Poblados y Rural Disperso,11653
05,Antioquia,05284,Frontino,2027,Total,22517
05,Antioquia,05284,Frontino,2028,Cabecera Municipal,11008
05,Antioquia,05284,Frontino,2028,Centros Poblados y Rural Disperso,11731
05,Antioquia,05284,Frontino,2028,Total,22739
05,Antioquia,05284,Frontino,2029,Cabecera Municipal,11136
05,Antioquia,05284,Frontino,2029,Centros Poblados y Rural Disperso,11834
05,Antioquia,05284,Frontino,2029,Total,22970
05,Antioquia,05284,Frontino,2030,Cabecera Municipal,11255
05,Antioquia,05284,Frontino,2030,Centros Poblados y Rural Disperso,11952
05,Antioquia,05284,Frontino,2030,Total,23207
05,Antioquia,05284,Frontino,2031,Cabecera Municipal,11358
05,Antioquia,05284,Frontino,2031,Centros Poblados y Rural Disperso,12085
05,Antioquia,05284,Frontino,2031,Total,23443
05,Antioquia,05284,Frontino,2032,Cabecera Municipal,11463
05,Antioquia,05284,Frontino,2032,Centros Poblados y Rural Disperso,12208
05,Antioquia,05284,Frontino,2032,Total,23671
05,Antioquia,05284,Frontino,2033,Cabecera Municipal,11570
05,Antioquia,05284,Frontino,2033,Centros Poblados y Rural Disperso,12345
05,Antioquia,05284,Frontino,2033,Total,23915
05,Antioquia,05284,Frontino,2034,Cabecera Municipal,11660
05,Antioquia,05284,Frontino,2034,Centros Poblados y Rural Disperso,12464
05,Antioquia,05284,Frontino,2034,Total,24124
05,Antioquia,05284,Frontino,2035,Cabecera Municipal,11762
05,Antioquia,05284,Frontino,2035,Centros Poblados y Rural Disperso,12597
05,Antioquia,05284,Frontino,2035,Total,24359
05,Antioquia,05306,Giraldo,2018,Cabecera Municipal,2061
05,Antioquia,05306,Giraldo,2018,Centros Poblados y Rural Disperso,3483
05,Antioquia,05306,Giraldo,2018,Total,5544
05,Antioquia,05306,Giraldo,2019,Cabecera Municipal,2141
05,Antioquia,05306,Giraldo,2019,Centros Poblados y Rural Disperso,3511
05,Antioquia,05306,Giraldo,2019,Total,5652
05,Antioquia,05306,Giraldo,2020,Cabecera Municipal,2216
05,Antioquia,05306,Giraldo,2020,Centros Poblados y Rural Disperso,3534
05,Antioquia,05306,Giraldo,2020,Total,5750
05,Antioquia,05306,Giraldo,2021,Cabecera Municipal,2345
05,Antioquia,05306,Giraldo,2021,Centros Poblados y Rural Disperso,3494
05,Antioquia,05306,Giraldo,2021,Total,5839
05,Antioquia,05306,Giraldo,2022,Cabecera Municipal,2446
05,Antioquia,05306,Giraldo,2022,Centros Poblados y Rural Disperso,3483
05,Antioquia,05306,Giraldo,2022,Total,5929
05,Antioquia,05306,Giraldo,2023,Cabecera Municipal,2539
05,Antioquia,05306,Giraldo,2023,Centros Poblados y Rural Disperso,3483
05,Antioquia,05306,Giraldo,2023,Total,6022
05,Antioquia,05306,Giraldo,2024,Cabecera Municipal,2588
05,Antioquia,05306,Giraldo,2024,Centros Poblados y Rural Disperso,3490
05,Antioquia,05306,Giraldo,2024,Total,6078
05,Antioquia,05306,Giraldo,2025,Cabecera Municipal,2620
05,Antioquia,05306,Giraldo,2025,Centros Poblados y Rural Disperso,3494
05,Antioquia,05306,Giraldo,2025,Total,6114
05,Antioquia,05306,Giraldo,2026,Cabecera Municipal,2672
05,Antioquia,05306,Giraldo,2026,Centros Poblados y Rural Disperso,3502
05,Antioquia,05306,Giraldo,2026,Total,6174
05,Antioquia,05306,Giraldo,2027,Cabecera Municipal,2703
05,Antioquia,05306,Giraldo,2027,Centros Poblados y Rural Disperso,3522
05,Antioquia,05306,Giraldo,2027,Total,6225
05,Antioquia,05306,Giraldo,2028,Cabecera Municipal,2746
05,Antioquia,05306,Giraldo,2028,Centros Poblados y Rural Disperso,3559
05,Antioquia,05306,Giraldo,2028,Total,6305
05,Antioquia,05306,Giraldo,2029,Cabecera Municipal,2781
05,Antioquia,05306,Giraldo,2029,Centros Poblados y Rural Disperso,3578
05,Antioquia,05306,Giraldo,2029,Total,6359
05,Antioquia,05306,Giraldo,2030,Cabecera Municipal,2816
05,Antioquia,05306,Giraldo,2030,Centros Poblados y Rural Disperso,3621
05,Antioquia,05306,Giraldo,2030,Total,6437
05,Antioquia,05306,Giraldo,2031,Cabecera Municipal,2835
05,Antioquia,05306,Giraldo,2031,Centros Poblados y Rural Disperso,3673
05,Antioquia,05306,Giraldo,2031,Total,6508
05,Antioquia,05306,Giraldo,2032,Cabecera Municipal,2862
05,Antioquia,05306,Giraldo,2032,Centros Poblados y Rural Disperso,3703
05,Antioquia,05306,Giraldo,2032,Total,6565
05,Antioquia,05306,Giraldo,2033,Cabecera Municipal,2886
05,Antioquia,05306,Giraldo,2033,Centros Poblados y Rural Disperso,3734
05,Antioquia,05306,Giraldo,2033,Total,6620
05,Antioquia,05306,Giraldo,2034,Cabecera Municipal,2915
05,Antioquia,05306,Giraldo,2034,Centros Poblados y Rural Disperso,3777
05,Antioquia,05306,Giraldo,2034,Total,6692
05,Antioquia,05306,Giraldo,2035,Cabecera Municipal,2928
05,Antioquia,05306,Giraldo,2035,Centros Poblados y Rural Disperso,3810
05,Antioquia,05306,Giraldo,2035,Total,6738
05,Antioquia,05308,Girardota,2018,Cabecera Municipal,28652
05,Antioquia,05308,Girardota,2018,Centros Poblados y Rural Disperso,23010
05,Antioquia,05308,Girardota,2018,Total,51662
05,Antioquia,05308,Girardota,2019,Cabecera Municipal,29845
05,Antioquia,05308,Girardota,2019,Centros Poblados y Rural Disperso,23317
05,Antioquia,05308,Girardota,2019,Total,53162
05,Antioquia,05308,Girardota,2020,Cabecera Municipal,30958
05,Antioquia,05308,Girardota,2020,Centros Poblados y Rural Disperso,23481
05,Antioquia,05308,Girardota,2020,Total,54439
05,Antioquia,05308,Girardota,2021,Cabecera Municipal,32079
05,Antioquia,05308,Girardota,2021,Centros Poblados y Rural Disperso,23215
05,Antioquia,05308,Girardota,2021,Total,55294
05,Antioquia,05308,Girardota,2022,Cabecera Municipal,33004
05,Antioquia,05308,Girardota,2022,Centros Poblados y Rural Disperso,23144
05,Antioquia,05308,Girardota,2022,Total,56148
05,Antioquia,05308,Girardota,2023,Cabecera Municipal,33883
05,Antioquia,05308,Girardota,2023,Centros Poblados y Rural Disperso,23141
05,Antioquia,05308,Girardota,2023,Total,57024
05,Antioquia,05308,Girardota,2024,Cabecera Municipal,34545
05,Antioquia,05308,Girardota,2024,Centros Poblados y Rural Disperso,23169
05,Antioquia,05308,Girardota,2024,Total,57714
05,Antioquia,05308,Girardota,2025,Cabecera Municipal,35131
05,Antioquia,05308,Girardota,2025,Centros Poblados y Rural Disperso,23227
05,Antioquia,05308,Girardota,2025,Total,58358
05,Antioquia,05308,Girardota,2026,Cabecera Municipal,35671
05,Antioquia,05308,Girardota,2026,Centros Poblados y Rural Disperso,23298
05,Antioquia,05308,Girardota,2026,Total,58969
05,Antioquia,05308,Girardota,2027,Cabecera Municipal,36190
05,Antioquia,05308,Girardota,2027,Centros Poblados y Rural Disperso,23436
05,Antioquia,05308,Girardota,2027,Total,59626
05,Antioquia,05308,Girardota,2028,Cabecera Municipal,36659
05,Antioquia,05308,Girardota,2028,Centros Poblados y Rural Disperso,23605
05,Antioquia,05308,Girardota,2028,Total,60264
05,Antioquia,05308,Girardota,2029,Cabecera Municipal,37098
05,Antioquia,05308,Girardota,2029,Centros Poblados y Rural Disperso,23799
05,Antioquia,05308,Girardota,2029,Total,60897
05,Antioquia,05308,Girardota,2030,Cabecera Municipal,37483
05,Antioquia,05308,Girardota,2030,Centros Poblados y Rural Disperso,24043
05,Antioquia,05308,Girardota,2030,Total,61526
05,Antioquia,05308,Girardota,2031,Cabecera Municipal,37842
05,Antioquia,05308,Girardota,2031,Centros Poblados y Rural Disperso,24305
05,Antioquia,05308,Girardota,2031,Total,62147
05,Antioquia,05308,Girardota,2032,Cabecera Municipal,38201
05,Antioquia,05308,Girardota,2032,Centros Poblados y Rural Disperso,24563
05,Antioquia,05308,Girardota,2032,Total,62764
05,Antioquia,05308,Girardota,2033,Cabecera Municipal,38543
05,Antioquia,05308,Girardota,2033,Centros Poblados y Rural Disperso,24837
05,Antioquia,05308,Girardota,2033,Total,63380
05,Antioquia,05308,Girardota,2034,Cabecera Municipal,38865
05,Antioquia,05308,Girardota,2034,Centros Poblados y Rural Disperso,25093
05,Antioquia,05308,Girardota,2034,Total,63958
05,Antioquia,05308,Girardota,2035,Cabecera Municipal,39178
05,Antioquia,05308,Girardota,2035,Centros Poblados y Rural Disperso,25348
05,Antioquia,05308,Girardota,2035,Total,64526
05,Antioquia,05310,Gómez Plata,2018,Cabecera Municipal,5017
05,Antioquia,05310,Gómez Plata,2018,Centros Poblados y Rural Disperso,4736
05,Antioquia,05310,Gómez Plata,2018,Total,9753
05,Antioquia,05310,Gómez Plata,2019,Cabecera Municipal,5167
05,Antioquia,05310,Gómez Plata,2019,Centros Poblados y Rural Disperso,4661
05,Antioquia,05310,Gómez Plata,2019,Total,9828
05,Antioquia,05310,Gómez Plata,2020,Cabecera Municipal,5318
05,Antioquia,05310,Gómez Plata,2020,Centros Poblados y Rural Disperso,4603
05,Antioquia,05310,Gómez Plata,2020,Total,9921
05,Antioquia,05310,Gómez Plata,2021,Cabecera Municipal,5530
05,Antioquia,05310,Gómez Plata,2021,Centros Poblados y Rural Disperso,4545
05,Antioquia,05310,Gómez Plata,2021,Total,10075
05,Antioquia,05310,Gómez Plata,2022,Cabecera Municipal,5701
05,Antioquia,05310,Gómez Plata,2022,Centros Poblados y Rural Disperso,4529
05,Antioquia,05310,Gómez Plata,2022,Total,10230
05,Antioquia,05310,Gómez Plata,2023,Cabecera Municipal,5862
05,Antioquia,05310,Gómez Plata,2023,Centros Poblados y Rural Disperso,4528
05,Antioquia,05310,Gómez Plata,2023,Total,10390
05,Antioquia,05310,Gómez Plata,2024,Cabecera Municipal,5988
05,Antioquia,05310,Gómez Plata,2024,Centros Poblados y Rural Disperso,4528
05,Antioquia,05310,Gómez Plata,2024,Total,10516
05,Antioquia,05310,Gómez Plata,2025,Cabecera Municipal,6071
05,Antioquia,05310,Gómez Plata,2025,Centros Poblados y Rural Disperso,4544
05,Antioquia,05310,Gómez Plata,2025,Total,10615
05,Antioquia,05310,Gómez Plata,2026,Cabecera Municipal,6169
05,Antioquia,05310,Gómez Plata,2026,Centros Poblados y Rural Disperso,4562
05,Antioquia,05310,Gómez Plata,2026,Total,10731
05,Antioquia,05310,Gómez Plata,2027,Cabecera Municipal,6266
05,Antioquia,05310,Gómez Plata,2027,Centros Poblados y Rural Disperso,4586
05,Antioquia,05310,Gómez Plata,2027,Total,10852
05,Antioquia,05310,Gómez Plata,2028,Cabecera Municipal,6343
05,Antioquia,05310,Gómez Plata,2028,Centros Poblados y Rural Disperso,4620
05,Antioquia,05310,Gómez Plata,2028,Total,10963
05,Antioquia,05310,Gómez Plata,2029,Cabecera Municipal,6419
05,Antioquia,05310,Gómez Plata,2029,Centros Poblados y Rural Disperso,4653
05,Antioquia,05310,Gómez Plata,2029,Total,11072
05,Antioquia,05310,Gómez Plata,2030,Cabecera Municipal,6489
05,Antioquia,05310,Gómez Plata,2030,Centros Poblados y Rural Disperso,4690
05,Antioquia,05310,Gómez Plata,2030,Total,11179
05,Antioquia,05310,Gómez Plata,2031,Cabecera Municipal,6552
05,Antioquia,05310,Gómez Plata,2031,Centros Poblados y Rural Disperso,4752
05,Antioquia,05310,Gómez Plata,2031,Total,11304
05,Antioquia,05310,Gómez Plata,2032,Cabecera Municipal,6600
05,Antioquia,05310,Gómez Plata,2032,Centros Poblados y Rural Disperso,4810
05,Antioquia,05310,Gómez Plata,2032,Total,11410
05,Antioquia,05310,Gómez Plata,2033,Cabecera Municipal,6676
05,Antioquia,05310,Gómez Plata,2033,Centros Poblados y Rural Disperso,4846
05,Antioquia,05310,Gómez Plata,2033,Total,11522
05,Antioquia,05310,Gómez Plata,2034,Cabecera Municipal,6723
05,Antioquia,05310,Gómez Plata,2034,Centros Poblados y Rural Disperso,4911
05,Antioquia,05310,Gómez Plata,2034,Total,11634
05,Antioquia,05310,Gómez Plata,2035,Cabecera Municipal,6776
05,Antioquia,05310,Gómez Plata,2035,Centros Poblados y Rural Disperso,4962
05,Antioquia,05310,Gómez Plata,2035,Total,11738
05,Antioquia,05313,Granada,2018,Cabecera Municipal,5541
05,Antioquia,05313,Granada,2018,Centros Poblados y Rural Disperso,4576
05,Antioquia,05313,Granada,2018,Total,10117
05,Antioquia,05313,Granada,2019,Cabecera Municipal,5447
05,Antioquia,05313,Granada,2019,Centros Poblados y Rural Disperso,4423
05,Antioquia,05313,Granada,2019,Total,9870
05,Antioquia,05313,Granada,2020,Cabecera Municipal,5399
05,Antioquia,05313,Granada,2020,Centros Poblados y Rural Disperso,4365
05,Antioquia,05313,Granada,2020,Total,9764
05,Antioquia,05313,Granada,2021,Cabecera Municipal,5604
05,Antioquia,05313,Granada,2021,Centros Poblados y Rural Disperso,4311
05,Antioquia,05313,Granada,2021,Total,9915
05,Antioquia,05313,Granada,2022,Cabecera Municipal,5772
05,Antioquia,05313,Granada,2022,Centros Poblados y Rural Disperso,4297
05,Antioquia,05313,Granada,2022,Total,10069
05,Antioquia,05313,Granada,2023,Cabecera Municipal,5929
05,Antioquia,05313,Granada,2023,Centros Poblados y Rural Disperso,4297
05,Antioquia,05313,Granada,2023,Total,10226
05,Antioquia,05313,Granada,2024,Cabecera Municipal,6045
05,Antioquia,05313,Granada,2024,Centros Poblados y Rural Disperso,4303
05,Antioquia,05313,Granada,2024,Total,10348
05,Antioquia,05313,Granada,2025,Cabecera Municipal,6142
05,Antioquia,05313,Granada,2025,Centros Poblados y Rural Disperso,4304
05,Antioquia,05313,Granada,2025,Total,10446
05,Antioquia,05313,Granada,2026,Cabecera Municipal,6243
05,Antioquia,05313,Granada,2026,Centros Poblados y Rural Disperso,4328
05,Antioquia,05313,Granada,2026,Total,10571
05,Antioquia,05313,Granada,2027,Cabecera Municipal,6327
05,Antioquia,05313,Granada,2027,Centros Poblados y Rural Disperso,4356
05,Antioquia,05313,Granada,2027,Total,10683
05,Antioquia,05313,Granada,2028,Cabecera Municipal,6411
05,Antioquia,05313,Granada,2028,Centros Poblados y Rural Disperso,4381
05,Antioquia,05313,Granada,2028,Total,10792
05,Antioquia,05313,Granada,2029,Cabecera Municipal,6484
05,Antioquia,05313,Granada,2029,Centros Poblados y Rural Disperso,4418
05,Antioquia,05313,Granada,2029,Total,10902
05,Antioquia,05313,Granada,2030,Cabecera Municipal,6565
05,Antioquia,05313,Granada,2030,Centros Poblados y Rural Disperso,4463
05,Antioquia,05313,Granada,2030,Total,11028
05,Antioquia,05313,Granada,2031,Cabecera Municipal,6618
05,Antioquia,05313,Granada,2031,Centros Poblados y Rural Disperso,4516
05,Antioquia,05313,Granada,2031,Total,11134
05,Antioquia,05313,Granada,2032,Cabecera Municipal,6680
05,Antioquia,05313,Granada,2032,Centros Poblados y Rural Disperso,4568
05,Antioquia,05313,Granada,2032,Total,11248
05,Antioquia,05313,Granada,2033,Cabecera Municipal,6736
05,Antioquia,05313,Granada,2033,Centros Poblados y Rural Disperso,4614
05,Antioquia,05313,Granada,2033,Total,11350
05,Antioquia,05313,Granada,2034,Cabecera Municipal,6799
05,Antioquia,05313,Granada,2034,Centros Poblados y Rural Disperso,4672
05,Antioquia,05313,Granada,2034,Total,11471
05,Antioquia,05313,Granada,2035,Cabecera Municipal,6850
05,Antioquia,05313,Granada,2035,Centros Poblados y Rural Disperso,4707
05,Antioquia,05313,Granada,2035,Total,11557
05,Antioquia,05315,Guadalupe,2018,Cabecera Municipal,2223
05,Antioquia,05315,Guadalupe,2018,Centros Poblados y Rural Disperso,4337
05,Antioquia,05315,Guadalupe,2018,Total,6560
05,Antioquia,05315,Guadalupe,2019,Cabecera Municipal,2295
05,Antioquia,05315,Guadalupe,2019,Centros Poblados y Rural Disperso,4312
05,Antioquia,05315,Guadalupe,2019,Total,6607
05,Antioquia,05315,Guadalupe,2020,Cabecera Municipal,2362
05,Antioquia,05315,Guadalupe,2020,Centros Poblados y Rural Disperso,4303
05,Antioquia,05315,Guadalupe,2020,Total,6665
05,Antioquia,05315,Guadalupe,2021,Cabecera Municipal,2514
05,Antioquia,05315,Guadalupe,2021,Centros Poblados y Rural Disperso,4254
05,Antioquia,05315,Guadalupe,2021,Total,6768
05,Antioquia,05315,Guadalupe,2022,Cabecera Municipal,2632
05,Antioquia,05315,Guadalupe,2022,Centros Poblados y Rural Disperso,4241
05,Antioquia,05315,Guadalupe,2022,Total,6873
05,Antioquia,05315,Guadalupe,2023,Cabecera Municipal,2739
05,Antioquia,05315,Guadalupe,2023,Centros Poblados y Rural Disperso,4241
05,Antioquia,05315,Guadalupe,2023,Total,6980
05,Antioquia,05315,Guadalupe,2024,Cabecera Municipal,2784
05,Antioquia,05315,Guadalupe,2024,Centros Poblados y Rural Disperso,4250
05,Antioquia,05315,Guadalupe,2024,Total,7034
05,Antioquia,05315,Guadalupe,2025,Cabecera Municipal,2840
05,Antioquia,05315,Guadalupe,2025,Centros Poblados y Rural Disperso,4262
05,Antioquia,05315,Guadalupe,2025,Total,7102
05,Antioquia,05315,Guadalupe,2026,Cabecera Municipal,2881
05,Antioquia,05315,Guadalupe,2026,Centros Poblados y Rural Disperso,4278
05,Antioquia,05315,Guadalupe,2026,Total,7159
05,Antioquia,05315,Guadalupe,2027,Cabecera Municipal,2919
05,Antioquia,05315,Guadalupe,2027,Centros Poblados y Rural Disperso,4295
05,Antioquia,05315,Guadalupe,2027,Total,7214
05,Antioquia,05315,Guadalupe,2028,Cabecera Municipal,2962
05,Antioquia,05315,Guadalupe,2028,Centros Poblados y Rural Disperso,4322
05,Antioquia,05315,Guadalupe,2028,Total,7284
05,Antioquia,05315,Guadalupe,2029,Cabecera Municipal,2997
05,Antioquia,05315,Guadalupe,2029,Centros Poblados y Rural Disperso,4368
05,Antioquia,05315,Guadalupe,2029,Total,7365
05,Antioquia,05315,Guadalupe,2030,Cabecera Municipal,3027
05,Antioquia,05315,Guadalupe,2030,Centros Poblados y Rural Disperso,4406
05,Antioquia,05315,Guadalupe,2030,Total,7433
05,Antioquia,05315,Guadalupe,2031,Cabecera Municipal,3056
05,Antioquia,05315,Guadalupe,2031,Centros Poblados y Rural Disperso,4453
05,Antioquia,05315,Guadalupe,2031,Total,7509
05,Antioquia,05315,Guadalupe,2032,Cabecera Municipal,3077
05,Antioquia,05315,Guadalupe,2032,Centros Poblados y Rural Disperso,4501
05,Antioquia,05315,Guadalupe,2032,Total,7578
05,Antioquia,05315,Guadalupe,2033,Cabecera Municipal,3112
05,Antioquia,05315,Guadalupe,2033,Centros Poblados y Rural Disperso,4562
05,Antioquia,05315,Guadalupe,2033,Total,7674
05,Antioquia,05315,Guadalupe,2034,Cabecera Municipal,3140
05,Antioquia,05315,Guadalupe,2034,Centros Poblados y Rural Disperso,4593
05,Antioquia,05315,Guadalupe,2034,Total,7733
05,Antioquia,05315,Guadalupe,2035,Cabecera Municipal,3166
05,Antioquia,05315,Guadalupe,2035,Centros Poblados y Rural Disperso,4649
05,Antioquia,05315,Guadalupe,2035,Total,7815
05,Antioquia,05318,Guarne,2018,Cabecera Municipal,18342
05,Antioquia,05318,Guarne,2018,Centros Poblados y Rural Disperso,36779
05,Antioquia,05318,Guarne,2018,Total,55121
05,Antioquia,05318,Guarne,2019,Cabecera Municipal,19066
05,Antioquia,05318,Guarne,2019,Centros Poblados y Rural Disperso,37708
05,Antioquia,05318,Guarne,2019,Total,56774
05,Antioquia,05318,Guarne,2020,Cabecera Municipal,19745
05,Antioquia,05318,Guarne,2020,Centros Poblados y Rural Disperso,38414
05,Antioquia,05318,Guarne,2020,Total,58159
05,Antioquia,05318,Guarne,2021,Cabecera Municipal,21093
05,Antioquia,05318,Guarne,2021,Centros Poblados y Rural Disperso,37980
05,Antioquia,05318,Guarne,2021,Total,59073
05,Antioquia,05318,Guarne,2022,Cabecera Municipal,22122
05,Antioquia,05318,Guarne,2022,Centros Poblados y Rural Disperso,37863
05,Antioquia,05318,Guarne,2022,Total,59985
05,Antioquia,05318,Guarne,2023,Cabecera Municipal,23063
05,Antioquia,05318,Guarne,2023,Centros Poblados y Rural Disperso,37858
05,Antioquia,05318,Guarne,2023,Total,60921
05,Antioquia,05318,Guarne,2024,Cabecera Municipal,23503
05,Antioquia,05318,Guarne,2024,Centros Poblados y Rural Disperso,37902
05,Antioquia,05318,Guarne,2024,Total,61405
05,Antioquia,05318,Guarne,2025,Cabecera Municipal,23907
05,Antioquia,05318,Guarne,2025,Centros Poblados y Rural Disperso,37998
05,Antioquia,05318,Guarne,2025,Total,61905
05,Antioquia,05318,Guarne,2026,Cabecera Municipal,24280
05,Antioquia,05318,Guarne,2026,Centros Poblados y Rural Disperso,38142
05,Antioquia,05318,Guarne,2026,Total,62422
05,Antioquia,05318,Guarne,2027,Cabecera Municipal,24629
05,Antioquia,05318,Guarne,2027,Centros Poblados y Rural Disperso,38350
05,Antioquia,05318,Guarne,2027,Total,62979
05,Antioquia,05318,Guarne,2028,Cabecera Municipal,24953
05,Antioquia,05318,Guarne,2028,Centros Poblados y Rural Disperso,38617
05,Antioquia,05318,Guarne,2028,Total,63570
05,Antioquia,05318,Guarne,2029,Cabecera Municipal,25251
05,Antioquia,05318,Guarne,2029,Centros Poblados y Rural Disperso,38927
05,Antioquia,05318,Guarne,2029,Total,64178
05,Antioquia,05318,Guarne,2030,Cabecera Municipal,25517
05,Antioquia,05318,Guarne,2030,Centros Poblados y Rural Disperso,39324
05,Antioquia,05318,Guarne,2030,Total,64841
05,Antioquia,05318,Guarne,2031,Cabecera Municipal,25764
05,Antioquia,05318,Guarne,2031,Centros Poblados y Rural Disperso,39760
05,Antioquia,05318,Guarne,2031,Total,65524
05,Antioquia,05318,Guarne,2032,Cabecera Municipal,25997
05,Antioquia,05318,Guarne,2032,Centros Poblados y Rural Disperso,40190
05,Antioquia,05318,Guarne,2032,Total,66187
05,Antioquia,05318,Guarne,2033,Cabecera Municipal,26220
05,Antioquia,05318,Guarne,2033,Centros Poblados y Rural Disperso,40611
05,Antioquia,05318,Guarne,2033,Total,66831
05,Antioquia,05318,Guarne,2034,Cabecera Municipal,26456
05,Antioquia,05318,Guarne,2034,Centros Poblados y Rural Disperso,41037
05,Antioquia,05318,Guarne,2034,Total,67493
05,Antioquia,05318,Guarne,2035,Cabecera Municipal,26664
05,Antioquia,05318,Guarne,2035,Centros Poblados y Rural Disperso,41457
05,Antioquia,05318,Guarne,2035,Total,68121
05,Antioquia,05321,Guatapé,2018,Cabecera Municipal,5420
05,Antioquia,05321,Guatapé,2018,Centros Poblados y Rural Disperso,2943
05,Antioquia,05321,Guatapé,2018,Total,8363
05,Antioquia,05321,Guatapé,2019,Cabecera Municipal,5608
05,Antioquia,05321,Guatapé,2019,Centros Poblados y Rural Disperso,2940
05,Antioquia,05321,Guatapé,2019,Total,8548
05,Antioquia,05321,Guatapé,2020,Cabecera Municipal,5782
05,Antioquia,05321,Guatapé,2020,Centros Poblados y Rural Disperso,2927
05,Antioquia,05321,Guatapé,2020,Total,8709
05,Antioquia,05321,Guatapé,2021,Cabecera Municipal,5950
05,Antioquia,05321,Guatapé,2021,Centros Poblados y Rural Disperso,2894
05,Antioquia,05321,Guatapé,2021,Total,8844
05,Antioquia,05321,Guatapé,2022,Cabecera Municipal,6096
05,Antioquia,05321,Guatapé,2022,Centros Poblados y Rural Disperso,2885
05,Antioquia,05321,Guatapé,2022,Total,8981
