Vulnerabilidad_numero,U_MPIO,U_DPTO,Nom_DPTO,CASA,APTO,TIP_CUARTO,VIV_TRAD_INDIG,VIV_TRAD_ETNICA,OTRA_VIV,1-DOR,2-DOR,3-DOR,4-DOR,Mas de 4 dor,No informa Num_dormit,0-FALL,1-FALL,2-FALL,Mas de 2 fall,1-PER,2-PER,3-PER,4-PER,Mas de 4 per,Fall_Hombre,Fall_Mujer,No informa sexo fall,No informa edad fall,Fall_P_Infancia,Fall_Infancia,Fall_Juv-Adoles,Fall_Adultez,Fall_Per_Mayor,Per_Hombre,Per_Mujer,Per_edad_0 a 4,Per_edad_5 a 9,Per_edad_10 a 14,Per_edad_15 a 19,Per_edad_20 a 24,Per_edad_25 a 29,Per_edad_30 a 34,Per_edad_35 a 39,Per_edad_40 a 44,Per_edad_45 a 49,Per_edad_50 a 54,Per_edad_55 a 59,Per_edad_Mas de 60,Indigena,Gitano o Rrom,Raizal del Archi SAPSC,Palenquero de San Basilio,"Negro, mulato, afrodescendiente, afrocolombiano",Ningun grupo etnico,No informa grupo etnico,Habla lengua Nativa,No habla lengua nativa,No informa lengua nativa,No aplica lengua nativa,Habla otra lengua,No habla otra lengua,No informa otra lengua,No aplica otra lengua,CSS muy bueno,CSS bueno,CSS malo,CSS muy malo,CSS No Aplica,Lee_y_Escribe,NoLee_y_Escribe,No_informa_Alfabeta,No Aplica P_ALFABETA,Preescolar,Primaria,Secundaria,Media_Academica,Media_tecnica,Normalista,Tecnica_Profesional,Universitario,Posgrado,Ninguno,No_inf_escolaridad,No Aplica P_NIVEL_ANOSR,No informa ingresos,Recibe ingresos,No recibe ingresos,No Aplica ingresos
1.0,347,5,Antioquia,2445,118,43,0,1,6,599,775,234,45,18,0,1634,36,1,0,388,415,392,244,232,22.0,16.0,0.0,0.0,3.0,0.0,1.0,5.0,29.0,2464,2245,232,231,393,369,324,295,282,288,301,328,332,374,960,6,1,0,0,21,4662,19,2,5,0,4702,3,4,0,4702,96,573,76,15,3949,4014,441,22,232,69,2244,737,594,78,7,239,69,19,389,32,232,43,1809,2394,463
1.0,353,5,Antioquia,1683,506,66,0,0,2,638,700,297,67,12,2,1678,34,4,0,400,379,400,283,254,25.0,17.0,0.0,0.0,1.0,1.0,4.0,12.0,24.0,2464,2486,289,320,417,427,369,366,308,367,295,282,302,309,899,11,0,0,0,39,4881,19,3,8,0,4939,3,8,0,4939,115,240,31,32,4532,4157,473,31,289,85,2004,715,911,57,6,247,137,32,423,44,289,53,1925,2363,609
4.0,360,5,Antioquia,18077,73738,1701,6,4,143,20184,30665,27606,5364,1190,400,84234,1134,35,6,13515,19429,22870,17027,12568,710.0,518.0,0.0,0.0,37.0,3.0,68.0,267.0,853.0,125603,137729,12706,13579,15939,18901,24272,25141,22997,21353,16436,16859,18657,16638,39854,319,5,31,4,2138,258057,2778,68,283,2,262979,20,330,3,262979,7481,18614,4122,1670,231445,241354,6684,2588,12706,4391,57286,41290,72783,2767,652,33148,26027,4808,4413,3061,12706,3073,133964,98395,27900
1.0,361,5,Antioquia,6620,799,66,0,1,19,1985,2341,1055,199,52,5,5446,176,13,2,1062,1075,1267,969,1264,131.0,78.0,0.0,0.0,9.0,2.0,47.0,50.0,101.0,14524,9260,1411,1748,2015,2168,2138,2162,2032,1992,1677,1468,1458,1147,2368,477,1,14,0,126,17770,5396,406,86,0,23292,7,485,0,23292,109,772,74,14,22815,19342,2834,197,1411,477,9201,2763,5683,226,84,677,415,117,2484,246,1411,218,5950,9116,8500
1.0,364,5,Antioquia,4919,558,31,6,4,12,1335,1768,1050,240,87,3,4379,99,5,0,818,1054,1108,841,662,70.0,39.0,0.0,0.0,3.0,1.0,8.0,20.0,77.0,6772,6769,753,804,1093,1099,1053,993,829,908,776,886,913,861,2573,1487,0,0,0,67,11949,38,1382,93,0,12066,68,1407,0,12066,145,483,83,17,12813,11834,908,46,753,150,5420,2307,2796,127,42,559,556,119,641,71,753,158,5876,5876,1631
1.0,368,5,Antioquia,3983,1064,96,0,0,13,1233,1483,864,209,62,4,3768,79,6,2,778,974,941,674,488,60.0,38.0,0.0,0.0,8.0,0.0,3.0,16.0,71.0,5580,5677,546,600,785,892,764,725,742,737,703,738,811,774,2440,2,0,0,0,24,11167,64,1,1,0,11255,1,1,0,11255,281,291,49,29,10607,9750,839,122,546,137,4340,1962,1939,272,227,540,376,168,622,128,546,152,4415,5333,1357
1.0,376,5,Antioquia,14775,7138,339,3,1,50,4372,6334,5523,1474,423,57,17950,225,8,0,2550,3847,4606,3978,3202,142.0,99.0,0.0,0.0,10.0,0.0,15.0,36.0,180.0,28807,30579,3151,3372,4225,4829,5415,4933,4524,4693,3884,3830,3887,3620,9023,17,1,1,0,203,58783,381,8,5,4,59369,6,7,4,59369,1462,3344,885,301,53394,53828,1981,426,3151,954,16942,9063,14879,534,135,5371,5568,1011,1248,530,3151,604,29684,22019,7079
3.0,380,5,Antioquia,9635,14800,213,1,0,40,5024,8550,6711,1382,296,64,21766,256,2,3,3403,5206,5819,4521,3078,151.0,118.0,0.0,0.0,11.0,1.0,17.0,60.0,180.0,32828,35053,3305,3602,4255,5005,6153,6141,5603,5781,4581,4699,4909,4036,9811,13,0,3,0,366,66971,528,5,8,2,67866,0,13,2,67866,1196,4137,785,322,61441,62110,2027,439,3305,1071,15024,10256,17866,747,180,7874,7369,2114,1483,592,3305,563,36088,23484,7746
1.0,390,5,Antioquia,2420,545,206,0,0,8,1060,1119,411,56,19,4,2608,59,2,0,491,605,710,471,392,33.0,30.0,0.0,0.0,5.0,0.0,8.0,20.0,30.0,4000,3974,480,492,659,739,803,717,619,622,512,519,494,379,939,9,0,0,0,87,7837,41,2,7,0,7965,1,8,0,7965,63,407,99,11,7394,6637,813,44,480,105,2880,1549,1619,63,14,425,169,44,549,77,480,64,3557,3381,972
1.0,400,5,Antioquia,5677,1666,134,0,0,5,1709,2420,1703,290,71,18,6074,136,1,0,784,1187,1549,1442,1249,72.0,66.0,0.0,0.0,2.0,0.0,5.0,30.0,101.0,10323,10446,1252,1403,1717,1902,1930,1701,1508,1477,1337,1288,1340,1131,2783,2,0,1,0,49,20565,152,1,2,0,20766,0,3,0,20766,295,1695,633,222,17924,18089,1260,168,1252,483,8472,3435,3910,88,67,1249,907,134,571,201,1252,289,10000,7794,2686
1.0,411,5,Antioquia,3812,318,69,2,0,6,944,1095,458,68,21,5,2514,75,2,0,504,578,571,505,433,42.0,37.0,0.0,0.0,1.0,0.0,9.0,22.0,47.0,4082,3846,454,579,743,701,548,443,508,593,463,482,516,478,1420,1,0,0,0,34,7862,31,0,1,0,7927,0,1,0,7927,92,702,105,12,7017,6738,699,37,454,182,3536,1260,1323,32,16,358,193,39,466,69,454,61,2659,4153,1055
1.0,425,5,Antioquia,2871,486,103,1,3,8,925,1048,472,92,17,3,2490,65,2,0,550,607,645,429,326,42.0,27.0,0.0,0.0,3.0,0.0,3.0,22.0,41.0,3647,3650,499,572,691,609,533,536,478,479,386,431,509,402,1172,8,0,0,0,52,7216,21,6,2,0,7289,6,2,0,7289,84,343,68,6,6796,6038,735,25,499,191,3073,1163,1283,32,10,320,126,42,523,35,499,67,2964,3190,1076
1.0,440,5,Antioquia,12603,7824,281,0,0,10,5500,6670,5000,1064,196,35,18278,179,6,2,3128,4270,4645,3925,2497,117.0,80.0,0.0,0.0,13.0,1.0,11.0,41.0,131.0,27216,28014,3559,3636,4240,4755,5321,4783,4309,4314,3493,3452,3400,2921,7047,40,0,2,0,182,54688,318,4,36,0,55190,0,40,0,55190,300,2513,666,265,51486,49335,1925,411,3559,1271,16775,8904,13765,545,317,4024,3712,887,1000,471,3559,633,25232,22168,7197
1.0,467,5,Antioquia,3088,277,96,0,1,0,737,901,346,48,18,2,2007,44,1,0,410,529,491,366,256,29.0,17.0,0.0,0.0,1.0,0.0,4.0,8.0,33.0,3007,2874,292,349,470,490,358,370,356,395,350,376,419,398,1258,7,0,0,0,13,5821,40,0,7,0,5874,0,7,0,5874,76,531,36,9,5229,5016,525,48,292,118,2932,861,756,221,14,168,66,26,364,63,292,79,2227,2934,641
1.0,475,5,Antioquia,885,28,15,315,13,1,354,469,210,73,22,28,1137,19,0,0,218,166,162,190,420,10.0,9.0,0.0,0.0,3.0,0.0,5.0,5.0,6.0,2362,2280,622,692,644,513,383,334,297,235,234,156,154,132,246,1925,0,1,2,2411,49,254,1753,131,44,2714,322,1125,481,2714,58,200,16,0,4368,2902,992,126,622,277,1603,471,392,43,14,182,94,23,575,346,622,132,1200,1996,1314
1.0,480,5,Antioquia,3977,524,153,353,8,8,1562,1416,569,113,35,12,3616,86,5,0,698,675,782,655,897,56.0,40.0,0.0,0.0,14.0,1.0,7.0,22.0,52.0,6403,6204,1225,1411,1504,1366,1063,1010,869,834,650,624,574,461,1016,2115,0,1,0,1187,9260,44,1935,181,0,10491,898,1218,0,10491,36,483,135,51,11902,9292,2011,79,1225,377,4653,2036,1738,70,28,448,228,49,1615,140,1225,126,4340,5500,2641
1.0,483,5,Antioquia,3444,657,114,0,0,2,951,1212,583,86,23,4,2827,30,1,1,596,649,632,498,484,24.0,12.0,0.0,0.0,8.0,1.0,0.0,6.0,21.0,4415,4188,544,695,835,887,565,509,516,558,513,478,498,491,1514,2,1,0,0,27,8541,32,1,2,0,8600,0,3,0,8600,111,505,102,24,7861,6924,1085,50,544,176,4373,1308,1038,75,24,170,121,28,683,63,544,87,3181,4092,1243
1.0,490,5,Antioquia,11553,1233,758,106,138,20,4914,4525,1724,339,72,9,11395,181,6,1,1797,2329,2661,2233,2563,113.0,83.0,0.0,0.0,17.0,2.0,19.0,57.0,101.0,19094,19326,3452,4065,5026,4324,3072,2835,2632,2437,2115,1888,1634,1386,3554,1495,1,1,8,18358,18434,123,660,845,0,36915,155,1350,0,36915,114,1699,408,109,36090,30376,4445,147,3452,1085,13762,7810,5842,345,158,1446,815,197,3312,196,3452,416,10806,19681,7517
1.0,495,5,Antioquia,7178,605,225,3,11,94,3219,2924,977,149,57,4,7184,138,7,1,1248,1473,1583,1424,1602,94.0,61.0,0.0,0.0,7.0,1.0,15.0,49.0,83.0,12369,11697,2156,2769,3054,2494,1861,1812,1719,1469,1230,1167,1113,947,2275,93,0,1,0,2977,20941,54,15,78,1,23972,4,89,1,23972,254,1777,233,41,21761,19184,2634,92,2156,636,9466,5078,3090,111,45,916,381,91,1987,109,2156,160,8621,10324,4961
1.0,501,5,Antioquia,1378,134,36,0,0,3,446,412,109,13,1,1,966,15,1,0,231,254,220,158,119,12.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,1386,1333,157,181,238,234,187,176,149,180,172,187,177,152,529,1,0,0,0,32,2664,22,0,1,0,2718,0,1,0,2718,11,121,5,2,2580,2242,295,25,157,41,1155,459,471,17,7,129,45,11,197,30,157,70,1019,1292,338
1.0,541,5,Antioquia,8005,2154,206,0,2,18,2176,2426,1327,166,23,5,6040,82,1,0,1122,1512,1459,1228,802,50.0,34.0,0.0,0.0,5.0,0.0,10.0,20.0,49.0,8764,9246,1116,1184,1309,1490,1486,1407,1270,1170,1106,1149,1216,1073,3034,13,0,0,0,73,17884,40,9,4,0,17997,9,4,0,17997,231,664,312,96,16707,16032,807,55,1116,375,7053,2988,4051,185,48,876,677,151,398,92,1116,177,7491,8028,2314
1.0,543,5,Antioquia,2523,511,78,1,0,2,876,864,294,62,15,28,2086,49,4,0,403,391,475,386,484,37.0,20.0,0.0,0.0,1.0,1.0,7.0,18.0,30.0,3789,3366,577,630,735,770,606,515,467,471,410,405,352,272,945,0,0,0,0,58,7068,29,0,0,0,7155,0,0,0,7155,67,635,75,12,6366,5413,1117,48,577,206,3085,1057,736,93,21,220,125,24,951,60,577,88,2780,3066,1221
1.0,576,5,Antioquia,2863,85,74,3,1,3,647,1115,469,108,16,11,2313,52,1,0,448,531,547,451,389,30.0,24.0,0.0,0.0,0.0,0.0,4.0,9.0,41.0,3609,3593,422,484,626,675,516,461,476,438,422,429,497,431,1325,167,0,0,0,29,6972,34,109,58,0,7035,33,133,1,7035,236,519,47,4,6396,5923,813,44,422,168,3254,1204,1110,32,19,199,108,51,578,57,422,72,2600,3624,906
1.0,579,5,Antioquia,12082,2014,720,0,2,80,5534,4784,1929,348,93,49,12496,225,14,2,3083,2931,2863,2193,1667,161.0,103.0,0.0,0.0,5.0,1.0,26.0,74.0,158.0,18430,18371,2362,2763,3265,3314,3146,2971,2862,2743,2290,2186,2261,1911,4727,59,0,5,2,1450,34638,647,29,35,0,36737,18,46,0,36737,395,2171,409,146,33680,30544,3161,734,2362,731,11967,6256,7594,327,150,2835,997,382,2402,798,2362,444,14919,15310,6128
1.0,585,5,Antioquia,5416,253,93,5,2,5,1847,1868,610,68,6,9,4317,83,6,2,1043,1098,1040,692,535,51.0,56.0,0.0,0.0,10.0,0.0,6.0,24.0,67.0,6147,6014,731,940,1149,1055,752,781,875,925,782,786,849,735,1801,20,0,4,0,362,11693,82,5,19,0,12137,0,24,0,12137,120,716,216,131,10978,10258,1111,61,731,214,4579,2108,2343,92,24,745,310,52,883,80,731,127,4368,5961,1705
5.0,591,5,Antioquia,5123,694,222,5,0,17,2083,2323,705,86,23,0,5147,68,4,1,1115,1085,1241,972,807,46.0,33.0,0.0,0.0,2.0,0.0,7.0,22.0,48.0,9491,7740,1177,1334,1478,1522,1749,1755,1533,1420,1169,992,853,641,1608,8,0,0,0,158,17019,46,2,1,0,17228,1,2,0,17228,113,469,106,22,16521,14377,1384,293,1177,356,6296,3348,3270,202,337,639,346,87,1088,85,1177,133,6394,6452,4252
1.0,604,5,Antioquia,8449,1207,171,8,0,16,2431,3392,1188,189,42,0,7116,110,14,2,1336,1453,1806,1387,1260,112.0,32.0,0.0,0.0,12.0,2.0,21.0,50.0,59.0,11254,11276,1827,2079,2423,2248,1997,2010,1797,1528,1305,1228,1186,946,1956,96,1,0,0,120,22192,121,72,25,0,22433,58,38,1,22433,89,512,137,35,21757,18298,2254,151,1827,573,8931,3870,3848,57,44,883,325,101,1871,200,1827,260,8547,9806,3917
1.0,607,5,Antioquia,7471,2397,141,0,0,9,2065,2481,1877,442,143,7,6955,60,0,0,1248,1737,1777,1349,904,35.0,25.0,0.0,0.0,4.0,0.0,3.0,12.0,41.0,10145,10555,994,1157,1316,1493,1614,1565,1504,1612,1466,1460,1484,1396,3639,2,0,0,0,59,20558,81,2,0,0,20698,0,2,0,20698,263,680,91,52,19614,18770,827,109,994,374,5685,3137,4520,171,62,1591,2578,936,499,153,994,147,11177,7166,2210
1.0,615,5,Antioquia,33878,12135,1373,4,5,86,11230,13671,10982,2930,733,169,39324,384,5,2,7530,9345,10167,7950,4723,237.0,163.0,0.0,0.0,28.0,3.0,19.0,86.0,264.0,57022,59378,5831,6272,7553,9266,10665,10367,9391,9408,7775,7544,7838,6899,17591,48,1,6,1,716,114278,1350,12,42,1,116345,4,50,1,116345,1420,4497,917,322,109244,105872,3283,1414,5831,1975,27245,18319,27940,1468,407,11735,14072,3110,2657,1641,5831,1517,55504,45752,13627
1.0,628,5,Antioquia,3237,490,594,1,1,6,1030,1102,256,38,5,2,2385,45,3,0,522,422,524,449,516,33.0,18.0,0.0,0.0,8.0,0.0,2.0,15.0,26.0,4103,3730,608,745,722,801,706,606,558,532,382,441,400,350,982,4,2,1,0,109,7677,40,3,4,0,7826,2,5,0,7826,42,279,21,2,7489,6452,697,76,608,160,3598,1240,1166,38,26,251,102,28,536,80,608,97,2308,4055,1373
1.0,631,5,Antioquia,6029,28422,199,0,1,22,8061,10499,9464,1163,257,163,29237,354,12,4,5638,8244,7839,5117,2769,217.0,173.0,1.0,1.0,15.0,1.0,13.0,72.0,289.0,38091,43706,3894,3654,3926,4854,6739,8035,8414,7642,5551,5435,5934,5237,12482,45,2,12,3,571,80341,823,17,44,0,81736,11,50,0,81736,1886,4218,763,239,74691,75676,1388,839,3894,1165,11707,9132,17268,1208,246,10737,17704,6577,1124,1035,3894,980,46918,26208,7691
1.0,642,5,Antioquia,4621,1426,244,2,1,17,1560,2325,1109,235,84,4,5228,79,8,2,1145,1127,1252,1000,793,61.0,41.0,0.0,0.0,1.0,0.0,9.0,29.0,63.0,7999,7783,934,1171,1470,1454,1260,1174,1038,1028,941,1011,1029,897,2375,7,0,0,0,98,15624,53,2,5,0,15775,1,6,0,15775,140,647,70,19,14906,12580,2200,68,934,307,7328,2410,2094,75,30,353,220,63,1886,82,934,118,6639,6868,2157
1.0,647,5,Antioquia,2449,338,48,0,1,7,630,877,398,57,8,4,1948,26,0,0,404,382,428,357,403,16.0,10.0,0.0,0.0,1.0,0.0,4.0,6.0,15.0,3227,3068,495,548,619,638,560,455,417,426,336,319,363,337,782,1,0,0,0,45,6225,24,0,1,0,6294,0,1,0,6294,30,122,23,1,6119,5318,455,27,495,173,2727,1046,1085,61,15,208,102,29,307,47,495,58,2164,3030,1043
1.0,649,5,Antioquia,6314,1541,81,1,1,13,2055,2073,989,167,38,10,5229,95,5,3,1429,1319,1120,818,646,63.0,51.0,0.0,0.0,2.0,0.0,13.0,24.0,75.0,7355,7125,906,1096,1318,1292,1074,959,984,1011,815,823,897,894,2411,10,0,0,0,47,14248,175,2,8,0,14470,2,8,0,14470,91,384,124,74,13807,12199,1233,142,906,327,5769,2473,2659,138,26,617,383,91,935,156,906,181,5190,7000,2109
1.0,652,5,Antioquia,2005,731,20,0,1,4,835,736,217,27,5,1,1791,30,0,0,402,447,393,306,273,19.0,11.0,0.0,0.0,0.0,0.0,1.0,9.0,20.0,2685,2680,415,484,573,474,395,399,311,343,294,268,272,247,890,1,0,0,0,33,5311,20,0,1,0,5364,0,1,0,5364,44,358,87,8,4868,4104,824,22,415,141,2414,806,647,23,7,207,75,27,573,30,415,32,1811,2485,1037
1.0,656,5,Antioquia,6231,1752,249,1,3,5,1488,1897,717,138,31,8,4197,80,2,0,776,975,1019,825,684,42.0,42.0,0.0,0.0,4.0,0.0,7.0,22.0,51.0,6503,6655,754,845,1037,1153,1120,1023,986,949,838,917,826,761,1949,9,0,0,0,36,13054,59,8,1,0,13149,7,2,0,13149,83,205,92,61,12717,11332,998,74,754,210,4623,2274,2606,335,305,678,477,135,668,93,754,185,5205,6145,1623
1.0,658,5,Antioquia,856,362,32,1,3,1,248,440,207,56,13,1,938,26,0,1,216,182,211,185,171,18.0,12.0,0.0,0.0,1.0,0.0,5.0,6.0,18.0,1424,1528,183,259,338,321,266,225,206,187,166,164,195,131,311,0,0,0,0,28,2892,32,0,0,0,2952,0,0,0,2952,26,131,17,9,2769,2565,166,38,183,88,1143,561,542,50,18,128,66,31,100,42,183,38,1160,1312,442
1.0,659,5,Antioquia,6068,212,223,1,4,2,2253,2443,948,132,28,1,5711,91,3,0,739,1118,1271,1261,1416,57.0,40.0,0.0,0.0,9.0,3.0,6.0,24.0,55.0,9904,10088,1787,2282,2538,2279,1542,1331,1318,1304,1151,1019,844,724,1873,211,0,5,12,10253,9409,102,16,211,1,19764,13,214,1,19764,74,389,31,8,19490,15951,2128,126,1787,450,6956,4146,3465,89,29,712,358,64,1789,147,1787,208,5334,10381,4069
1.0,660,5,Antioquia,3815,743,42,0,2,6,1125,1540,874,145,16,2,3659,43,0,0,707,815,884,731,565,26.0,16.0,1.0,1.0,0.0,0.0,4.0,9.0,29.0,5512,5608,903,967,1071,1045,873,822,805,790,677,629,577,516,1445,2,0,3,0,51,11037,27,3,2,0,11115,0,5,0,11115,67,525,84,18,10426,9298,883,36,903,262,4322,1915,2045,60,14,623,246,44,634,52,903,214,4011,5004,1891
1.0,664,5,Antioquia,5742,1946,166,0,0,9,1152,2022,1647,355,67,13,5170,84,2,0,773,1010,1252,1305,916,48.0,40.0,0.0,0.0,4.0,0.0,6.0,21.0,57.0,8263,8856,1061,1169,1450,1570,1610,1410,1304,1261,1137,1117,1107,928,1995,5,0,0,0,57,16925,132,3,1,0,17115,1,3,0,17115,133,597,60,23,16306,15386,551,121,1061,265,5106,2689,4540,142,113,1464,1032,199,355,153,1061,199,6629,7962,2329
1.0,665,5,Antioquia,6893,485,2004,53,2,8,3240,3618,1296,241,31,8,8294,130,5,5,1109,1521,1853,1714,2237,94.0,77.0,0.0,0.0,37.0,1.0,12.0,37.0,84.0,15708,14819,2220,3261,3694,3321,2471,2093,2106,1999,1766,1646,1513,1216,3221,572,16,0,0,326,29044,569,28,560,0,29939,9,579,0,29939,35,1467,259,14,28752,24325,3364,618,2220,851,11373,5954,4816,364,64,909,521,130,2659,666,2220,350,8655,15578,5944
1.0,667,5,Antioquia,4353,2237,36,0,1,9,1432,1902,910,145,25,6,4347,70,3,0,880,1138,1050,846,506,38.0,38.0,0.0,0.0,3.0,1.0,3.0,17.0,52.0,6235,6343,793,829,1013,1121,976,908,907,902,695,720,785,746,2183,0,0,0,6,57,12462,53,6,0,0,12572,0,6,0,12572,252,1053,151,28,11094,10709,1009,67,793,253,5008,1891,2340,180,23,832,311,78,786,83,793,141,4827,5972,1638
1.0,670,5,Antioquia,6997,1398,196,1,0,22,2393,2537,1041,168,34,12,6063,119,2,1,1412,1422,1405,1077,869,77.0,49.0,0.0,0.0,10.0,4.0,6.0,21.0,85.0,9000,8792,1071,1388,1645,1617,1361,1282,1216,1260,1098,1072,1043,1002,2737,1,0,0,0,55,17669,67,0,1,0,17791,0,1,0,17791,313,897,216,51,16315,15016,1611,94,1071,364,7817,2777,2779,301,234,733,398,189,988,141,1071,159,6714,8419,2500
1.0,674,5,Antioquia,8808,648,176,0,0,8,1998,2466,1161,172,33,6,5737,95,4,0,1040,1237,1378,1232,949,62.0,41.0,0.0,0.0,16.0,0.0,4.0,22.0,61.0,9324,8727,1082,1166,1417,1577,1581,1360,1293,1260,1133,1249,1115,992,2826,0,0,0,0,27,17947,77,0,0,0,18051,0,0,0,18051,252,1160,125,26,16488,15690,1190,89,1082,306,7968,2758,3454,113,25,808,623,147,663,104,1082,231,7553,7957,2310
5.0,679,5,Antioquia,7159,2843,215,0,2,19,1979,2971,1978,515,110,2,7397,153,4,1,1518,1909,1835,1243,1050,82.0,82.0,0.0,0.0,4.0,0.0,17.0,48.0,95.0,10946,11084,981,1324,1694,1832,1552,1486,1359,1433,1320,1379,1501,1485,4684,6,0,0,0,93,21866,65,0,6,0,22024,0,6,0,22024,582,1746,271,90,19341,19191,1749,109,981,410,9282,3615,4117,154,299,1169,563,128,1209,103,981,230,9214,10091,2495
1.0,686,5,Antioquia,10763,2255,109,0,2,25,2494,3823,2373,430,101,15,9049,179,6,2,1347,1743,2267,2135,1744,115.0,82.0,0.0,0.0,13.0,1.0,22.0,47.0,114.0,15530,15537,2136,2215,2832,3026,2890,2637,2446,2220,1939,1948,1842,1457,3479,12,0,0,0,140,30686,229,1,10,0,31056,0,11,0,31056,201,1018,267,59,29522,27156,1550,225,2136,673,11317,5420,6784,334,188,1607,1139,239,943,287,2136,493,12183,13336,5055
1.0,690,5,Antioquia,5015,354,99,0,1,17,1335,1369,505,84,23,4,3254,63,3,0,702,848,739,594,437,45.0,24.0,0.0,0.0,2.0,0.0,4.0,19.0,44.0,5080,4706,560,623,814,825,772,733,609,639,595,606,613,614,1783,3,0,0,0,53,9709,21,1,2,0,9783,0,3,0,9783,102,468,86,13,9117,8387,782,57,560,200,4285,1544,1669,157,167,377,200,62,494,71,560,88,3386,4863,1449
1.0,697,5,Antioquia,8509,3378,58,0,1,20,2334,3811,2270,431,84,9,8819,116,1,3,1056,1828,2047,2032,1976,84.0,48.0,0.0,0.0,16.0,1.0,7.0,25.0,83.0,14425,15886,2367,2419,2710,2676,2649,2300,2038,2079,1806,1768,1801,1482,4216,3,3,0,0,61,30148,96,0,6,0,30305,0,6,0,30305,622,1412,300,96,27881,26231,1604,109,2367,730,11266,5251,6837,454,63,944,1096,238,912,153,2367,420,12414,12649,4828
1.0,736,5,Antioquia,10586,3370,216,11,1,11,3799,4559,2013,337,75,25,10587,206,13,2,2011,2276,2600,2124,1797,153.0,93.0,0.0,0.0,22.0,2.0,48.0,74.0,100.0,16853,16837,2717,2915,3409,3384,3287,3050,2649,2390,1975,1819,1776,1493,2826,574,1,1,0,880,31718,516,430,146,0,33114,39,537,0,33114,122,1047,339,133,32049,27474,3005,494,2717,645,11619,6602,6860,354,72,1242,488,130,2424,537,2717,282,12989,14407,6012
1.0,756,5,Antioquia,12387,1825,320,0,0,10,3189,4027,2179,539,131,16,9890,190,1,0,1728,2165,2392,1990,1806,126.0,66.0,0.0,0.0,7.0,2.0,13.0,36.0,134.0,16012,15849,1920,2216,2927,3031,2533,2400,2262,2342,1903,1837,1899,1774,4817,7,0,0,0,173,31523,158,0,7,0,31854,0,7,0,31854,627,2214,451,260,28309,27217,2525,199,1920,726,13975,5070,4790,869,189,1173,1006,229,1694,220,1920,403,12739,14320,4399
1.0,761,5,Antioquia,6810,973,133,1,4,14,2124,1837,773,128,28,6,4812,81,3,0,1166,1168,1136,806,620,50.0,37.0,0.0,1.0,2.0,1.0,1.0,31.0,51.0,6904,6844,763,894,1029,1115,1107,1057,892,958,857,859,1001,862,2354,3,1,2,0,1674,11988,80,1,5,0,13742,0,6,0,13742,85,550,107,60,12946,11959,942,84,763,269,5116,2523,2342,113,534,744,416,218,600,110,763,200,5962,5899,1687
1.0,789,5,Antioquia,5510,1280,141,0,0,10,1758,2161,1056,237,49,5,5144,115,7,0,1192,1331,1225,824,694,76.0,53.0,0.0,0.0,5.0,0.0,6.0,23.0,95.0,7569,7443,701,836,1137,1255,1007,906,873,1030,990,1064,1063,1022,3128,156,0,0,2,76,14609,169,143,15,0,14854,138,20,0,14854,364,1533,141,23,12951,12847,1293,171,701,296,6298,2499,2394,487,38,669,397,111,948,174,701,167,5480,7630,1735
1.0,790,5,Antioquia,9622,593,78,0,1,18,2796,3133,1077,148,47,7,7104,100,4,0,1518,1367,1542,1325,1456,61.0,47.0,0.0,0.0,11.0,1.0,17.0,33.0,46.0,11272,11554,1828,2412,3142,2399,1739,1680,1659,1585,1347,1146,1049,879,1961,83,0,1,1,451,22104,186,50,35,0,22741,8,77,0,22741,60,786,141,32,21807,17624,3108,266,1828,643,9339,3932,3212,192,68,421,285,103,2298,505,1828,304,8041,10144,4337
1.0,792,5,Antioquia,1947,356,49,0,1,7,621,796,343,61,14,2,1787,47,2,1,318,418,480,332,289,37.0,18.0,0.0,0.0,1.0,0.0,3.0,16.0,35.0,2841,2822,322,339,426,563,489,431,378,385,379,377,350,326,898,0,0,1,0,18,5608,36,0,1,0,5662,0,1,0,5662,79,460,95,17,5012,4547,751,43,322,103,2288,965,871,36,4,342,95,25,566,46,322,57,2127,2801,678
5.0,809,5,Antioquia,3194,827,43,0,0,3,844,1290,546,127,52,5,2775,83,5,1,572,754,704,466,368,59.0,38.0,0.0,0.0,0.0,0.0,7.0,24.0,66.0,4118,4198,369,435,602,677,569,568,514,484,478,600,667,558,1795,2,0,0,0,30,8245,39,2,0,0,8314,1,1,0,8314,168,416,79,20,7633,7092,785,70,369,84,3485,1626,1347,80,20,314,169,61,696,65,369,137,3307,3931,941
5.0,819,5,Antioquia,1645,550,82,0,0,4,693,679,203,23,4,0,1552,49,1,0,378,291,331,290,312,36.0,15.0,0.0,0.0,1.0,0.0,8.0,15.0,27.0,2613,2317,351,428,552,450,376,368,408,387,292,244,214,216,644,12,0,0,0,30,4878,10,1,11,0,4918,0,12,0,4918,111,363,43,6,4407,4000,565,14,351,122,2192,773,709,55,17,236,110,24,312,29,351,36,1332,2775,787
