CodDepartament,Year,Trimester,Unemployment_percentage,Temperature,Precipitation,GDP,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,Vaccination_percentage,Vulnerability_value,Incidence
27,2021,1,21.9,19.58172061965812,16.377159047619045,842.0,-27.355606758832565,-15.6221198156682,18.042242703533024,-42.970046082949324,-17.121351766513058,6.549539170506913,0.6,1.0,0.009773592344903931
27,2021,2,21.9,19.56481613756614,17.580873946360153,842.0,-16.895340501792116,-1.4043010752688172,7.915412186379927,-34.50681003584229,-11.803584229390681,8.470250896057347,12.69,1.0,0.04017105682180065
27,2021,3,18.6,20.526362074744426,14.488672043010752,842.0,7.0663082437275975,20.89283154121864,16.99068100358423,-16.946953405017922,6.924014336917563,3.4924731182795696,32.37,1.0,0.005838375566777368
27,2021,4,19.9,18.33450641025641,19.801086281534566,842.0,27.389247311827955,46.09820788530465,28.36989247311828,-8.470609318996415,15.331899641577063,0.93584229390681,47.01,1.0,0.0007809775108806091
41,2020,1,17.9,24.6883489729225,9.931214705882347,4267.0,-13.18494623655914,-9.449462365591398,-14.960573476702509,0.0,-5.1749103942652335,4.2415770609319,0.0,1.0,5.762771399091128e-05
41,2020,2,40.6,24.689517482517484,5.72609440267335,4267.0,-68.66093189964157,-52.43082437275985,-61.120430107526886,0.0,-49.668458781362006,25.740501792114696,0.0,1.0,0.00045827753507058017
41,2020,3,26.4,25.397994912494912,5.397360648148148,4267.0,-48.71146953405018,-27.555913978494626,-34.57741935483871,0.0,-26.499641577060927,15.90035842293907,0.0,1.0,0.02088318587956357
41,2020,4,19.7,24.89524725992962,8.867186631016041,4267.0,-30.09605734767025,-4.493548387096775,-14.978136200716847,0.0,-14.801433691756273,9.76594982078853,0.0,1.0,0.044537990384404286
41,2021,1,20.6,23.54801309523809,9.718639097744363,4616.0,-33.38863287250384,-4.7211981566820285,-35.16781874039938,0.0,-15.751536098310295,8.35752688172043,0.92,1.0,0.0261295590636908
41,2021,2,19.5,23.451864705882354,7.2412846356542016,4616.0,-18.438351254480285,13.662007168458778,-31.999283154121862,0.0,-10.172043010752688,7.786021505376342,15.53,1.0,0.038238976592270005
41,2021,3,17.0,25.37627692307693,4.89570652173913,4616.0,1.0587813620071689,29.226881720430107,-20.43799283154122,0.0,0.055913978494623734,4.102508960573476,32.85,1.0,0.01876428960261296
41,2021,4,14.0,22.70032327802917,10.556037037037038,4616.0,19.769892473118283,51.88673835125449,-6.301433691756272,0.0,7.337634408602152,0.9967741935483873,53.7,1.0,0.0019678824169842134
44,2020,1,17.6,30.128271825396823,1.5981111111111108,1397.0,-13.910394265232975,-8.156272401433691,-12.222222222222221,-17.44516129032258,-2.0745519713261653,2.6587813620071685,0.0,2.0,4.954443888445741e-06
44,2020,2,31.5,29.332812037037037,3.648217845117845,1397.0,-70.3763440860215,-54.32473118279571,-60.256272401433705,-70.06236559139785,-43.58315412186379,17.178853046594984,0.0,2.0,0.00041617328662944234
44,2020,3,21.4,27.02881481481482,4.9692263868065965,1397.0,-42.055913978494615,-38.01146953405018,-43.925089605734776,-38.49211469534049,-28.736917562724013,15.517921146953404,0.0,2.0,0.015393457161400918
44,2020,4,19.3,25.76892146825397,7.094997013142173,1397.0,-33.202150537634395,-36.38458781362007,-40.65125448028674,-24.79498207885305,-12.854121863799286,11.193906810035843,0.0,2.0,0.012846873002739808
44,2021,1,23.2,28.06572409090909,1.836382575757576,1851.0,-31.972734254992318,-31.252688172043012,-35.183179723502306,-15.435099846390168,-12.097926267281105,7.755376344086021,0.49,2.0,0.011509676169254244
44,2021,2,18.6,27.593694664404225,4.0585122222222205,1851.0,-37.9168458781362,-9.102508960573477,-34.672401433691746,-10.449462365591398,-11.598924731182795,10.772759856630826,7.4,2.0,0.04275922203114782
44,2021,3,19.1,27.74941269841269,3.5077728758169933,1851.0,-2.7594982078853043,30.629390681003585,-11.425806451612903,36.131899641577064,12.393906810035842,4.376344086021505,26.11,2.0,0.0029694576985491803
44,2021,4,15.6,26.675428815004267,5.0660843304843315,1851.0,19.33942652329749,51.87706093189964,-2.699283154121863,68.74086021505376,21.120071684587813,2.087813620071685,36.89,2.0,0.007358248359047642
47,2020,1,13.4,25.002125067096085,2.118305555555556,4088.0,-16.29605734767025,-12.223655913978494,-24.808602150537638,-22.015770609318995,-3.819354838709677,3.2974910394265238,0.0,1.0,1.85662406333316e-05
47,2020,2,21.8,23.06898575036076,3.1843001508295625,4088.0,-75.31827956989248,-59.894623655913975,-80.10071684587814,-86.24229390681006,-55.290681003584226,23.507526881720427,0.0,1.0,0.0019513118905631515
47,2020,3,20.7,20.676671428571428,7.5398476702508965,4088.0,-61.14731182795699,-45.61577060931899,-71.04480286738352,-77.7,-39.956272401433694,18.221863799283152,0.0,1.0,0.017207191818971727
47,2020,4,16.4,20.639400909090906,10.336444444444442,4088.0,-38.812544802867386,-14.055913978494624,-53.39856630824372,-34.88781362007169,-20.54408602150537,10.638351254480288,0.0,1.0,0.013796573414628713
47,2021,1,15.6,23.43381932098765,2.484956349206349,4572.0,-38.24884792626728,-10.689324116743473,-48.10253456221199,1.0261136712749617,-18.6036866359447,8.903993855606757,0.58,1.0,0.02759520932247856
47,2021,2,16.1,22.109008994709,4.633216823406479,4572.0,-32.822222222222216,-3.461290322580646,-51.67204301075268,-0.5820788530465949,-17.246236559139785,11.959139784946235,11.49,1.0,0.04707127695944451
47,2021,3,14.2,21.63604138018844,4.975951361300916,4572.0,-4.256989247311828,32.541935483870965,-26.1673835125448,57.17777777777778,2.1014336917562724,6.543369175627241,25.63,1.0,0.015026171023019166
47,2021,4,13.4,21.529403623188404,5.520473694316436,4572.0,12.258064516129034,58.63763440860215,-9.57741935483871,93.631541218638,13.547311827956989,3.048387096774193,41.42,1.0,0.010175893407242323
50,2020,1,15.6,28.885348214285717,5.566989976689976,14411.0,-13.377777777777776,-6.79068100358423,-8.125448028673835,-10.334767025089606,-2.678853046594982,4.3369175627240155,0.0,2.0,2.0172308188856816e-05
50,2020,2,28.6,25.895680555555558,18.96346352413019,14411.0,-66.22437275985665,-44.136200716845885,-53.07060931899641,-47.01290322580647,-44.08673835125449,26.217921146953405,0.0,2.0,0.0021070892826360443
50,2020,3,23.1,25.7984858974359,16.455239011082696,14411.0,-47.08243727598566,-22.43010752688172,-33.34336917562724,-23.596774193548388,-23.444802867383512,17.729749103942652,0.0,2.0,0.02184660976853193
50,2020,4,18.6,25.90922393162393,10.364421652421653,14411.0,-23.67670250896057,3.733333333333333,-16.342293906810035,-4.62652329749104,-6.746236559139785,9.411827956989248,0.0,2.0,0.02412057905527579
50,2021,1,19.1,28.580453781512603,6.29963404882155,14762.0,-26.08563748079877,2.3874807987711213,-21.060291858678955,-1.3191244239631337,-5.937019969278033,7.7784178187404,0.56,2.0,0.012759991416964588
50,2021,2,16.6,22.87139502164502,21.517410714285717,14762.0,-15.359856630824373,12.275268817204301,-14.691397849462366,15.491397849462366,1.7139784946236558,9.314336917562724,12.2,2.0,0.03904008204799953
50,2021,3,14.7,24.068472222222233,20.065377290448343,14762.0,8.484229390681003,29.118996415770606,2.9591397849462364,39.98745519713262,19.201075268817206,5.048387096774194,28.48,2.0,0.014032899211160856
50,2021,4,14.8,27.394223611111126,7.209598776223776,14762.0,30.192473118279572,49.94874551971328,22.126881720430106,47.75268817204301,25.91397849462366,1.1594982078853049,44.34,2.0,0.00246944112074076
52,2020,1,14.2,17.402283200459667,6.191370016339871,3015.0,-12.330465949820788,-6.307526881720432,-10.807885304659498,0.0,-1.5254480286738357,3.1354838709677417,0.0,1.0,5.09438624108164e-06
52,2020,2,21.0,14.194747511312215,9.676762383900927,3015.0,-68.66881720430108,-44.669892473118274,-64.33870967741936,0.0,-47.816845878136206,25.41218637992832,0.0,1.0,0.0017168081632445127
52,2020,3,17.7,15.836097474747474,8.068383116883119,3015.0,-52.20179211469534,-28.335483870967746,-46.35376344086021,0.0,-32.219713261648735,18.229390681003586,0.0,1.0,0.02435371342549078
52,2020,4,14.5,16.37339947089947,7.526409832451497,3015.0,-28.569175627240142,9.894982078853047,-22.251971326164874,0.0,-14.345878136200714,9.3663082437276,0.0,1.0,0.02464664063435297
52,2021,1,15.1,14.654325,10.19144537815126,3304.0,-33.33410138248848,1.0268817204301068,-32.247695852534555,0.0,-17.843701996927802,9.040322580645162,1.31,1.0,0.020605399842574642
52,2021,2,14.4,14.77767450980392,7.833976717155207,3304.0,-19.57956989247312,20.945161290322577,-17.036559139784945,0.0,-11.678494623655913,9.769175627240145,20.15,1.0,0.04022243336806201
52,2021,3,13.5,16.189182341269838,7.9170113960113975,3304.0,1.1763440860215055,38.92688172043011,0.9444444444444444,0.0,2.077419354838709,4.522939068100358,38.92,1.0,0.013663909600144691
52,2021,4,11.1,16.32229535603715,8.61815933166249,3304.0,22.405376344086022,53.96594982078852,18.496415770609318,0.0,14.290681003584229,1.4433691756272402,60.12,1.0,0.003097560416438468
54,2020,1,19.8,29.00377222222223,7.772304713804712,6141.0,-14.139068100358422,-8.036559139784949,-14.238709677419354,-15.717562724014337,-3.948387096774194,3.953405017921147,0.0,1.0,1.9302386032278737e-05
54,2020,2,33.4,29.662295206971677,3.260026666666666,6141.0,-66.65949820788529,-40.80501792114696,-59.47706093189964,-80.784229390681,-43.32007168458781,22.161290322580644,0.0,1.0,0.0002496441926841383
54,2020,3,24.6,28.41840998217469,4.1129329501915715,6141.0,-49.269892473118276,-25.27741935483871,-41.08028673835126,-51.743727598566295,-25.325448028673836,16.74516129032258,0.0,1.0,0.01342931337552406
54,2020,4,17.9,26.45443835470085,9.446422222222225,6141.0,-33.46451612903225,-4.401075268817205,-21.976344086021513,-37.50681003584229,-11.968100358422939,11.354838709677418,0.0,1.0,0.02234186841949489
54,2021,1,22.5,27.472339682539683,6.872128968253969,6790.0,-35.21850998463903,-6.312596006144393,-29.066820276497694,-31.15552995391705,-13.213517665130567,9.492319508448539,0.68,1.0,0.008455484324608353
54,2021,2,20.5,27.248579365079365,5.711945107574419,6790.0,-16.95448028673835,16.876344086021508,-9.113261648745521,-9.807885304659498,-1.5598566308243729,8.294982078853046,14.3,1.0,0.015998405870862847
54,2021,3,17.9,27.848263772175546,4.321385730211817,6790.0,4.367741935483871,35.77849462365592,10.647311827956988,29.721505376344084,9.493906810035842,5.8344086021505355,30.79,1.0,0.009335047614454285
